main_matrix_name,aux_0_matrix_name,aux_1_matrix_name,rmse
DOSZ010104.csv,DOSZ010101.csv,JOHM930101.csv,0.7304
DOSZ010104.csv,DOSZ010101.csv,KOSJ950106.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,LUTR910102.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,MUET020102.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,KOLA920101.csv,0.7295
DOSZ010104.csv,DOSZ010101.csv,TUDE900101.csv,0.7293
DOSZ010104.csv,DOSZ010101.csv,KOSJ950111.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,OVEJ920101.csv,0.7291
DOSZ010104.csv,DOSZ010101.csv,KOSJ950110.csv,0.7293
DOSZ010104.csv,DOSZ010101.csv,NIEK910101.csv,0.7292
DOSZ010104.csv,DOSZ010101.csv,CSEM940101.csv,0.7293
DOSZ010104.csv,DOSZ010101.csv,NGPC000101.csv,0.7292
DOSZ010104.csv,DOSZ010101.csv,GONG920101.csv,0.7295
DOSZ010104.csv,DOSZ010101.csv,KOSJ950114.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,HENS920104.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,RUSR970101.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,QU_C930101.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,KOSJ950109.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,MIYS930101.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,HENS920101.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,KOSJ950107.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,DAYM780301.csv,0.7299
DOSZ010104.csv,DOSZ010101.csv,NAOD960101.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,ALTS910101.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,OVEJ920103.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,AZAE970101.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,MOHR870101.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,PRLA000102.csv,0.7301
DOSZ010104.csv,DOSZ010101.csv,AZAE970102.csv,0.7307
DOSZ010104.csv,DOSZ010101.csv,JOND920103.csv,0.7304
DOSZ010104.csv,DOSZ010101.csv,KOSJ950105.csv,0.7305
DOSZ010104.csv,DOSZ010101.csv,DOSZ010102.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,KOSJ950101.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,GRAR740104.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,FEND850101.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,MUET020101.csv,0.7295
DOSZ010104.csv,DOSZ010101.csv,LUTR910107.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,HENS920103.csv,0.7293
DOSZ010104.csv,DOSZ010101.csv,KOSJ950104.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,LUTR910106.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,RUSR970103.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,CROG050101.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,BENS940102.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,DOSZ010103.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,BENS940103.csv,0.7299
DOSZ010104.csv,DOSZ010101.csv,WEIL970101.csv,0.7301
DOSZ010104.csv,DOSZ010101.csv,KOSJ950108.csv,0.7299
DOSZ010104.csv,DOSZ010101.csv,BENS940101.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,LUTR910104.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,OVEJ920105.csv,0.7299
DOSZ010104.csv,DOSZ010101.csv,LINK010101.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,MCLA710101.csv,0.7300
DOSZ010104.csv,DOSZ010101.csv,LUTR910105.csv,0.7299
DOSZ010104.csv,DOSZ010101.csv,MIYT790101.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,HENS920102.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,GEOD900101.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,WEIL970102.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,RUSR970102.csv,0.7304
DOSZ010104.csv,DOSZ010101.csv,MCLA720101.csv,0.7303
DOSZ010104.csv,DOSZ010101.csv,LUTR910101.csv,0.7304
DOSZ010104.csv,DOSZ010101.csv,BENS940104.csv,0.7303
DOSZ010104.csv,DOSZ010101.csv,NIEK910102.csv,0.7303
DOSZ010104.csv,DOSZ010101.csv,BLAJ010101.csv,0.7302
DOSZ010104.csv,DOSZ010101.csv,RIER950101.csv,0.7304
DOSZ010104.csv,DOSZ010101.csv,LUTR910103.csv,0.7306
DOSZ010104.csv,DOSZ010101.csv,KOSJ950113.csv,0.7305
DOSZ010104.csv,DOSZ010101.csv,LUTR910108.csv,0.7305
DOSZ010104.csv,DOSZ010101.csv,LUTR910109.csv,0.7304
DOSZ010104.csv,DOSZ010101.csv,KOSJ950112.csv,0.7298
