main_matrix_name,aux_matrix_name,rmse
OVEJ920103.csv,RISJ880101.csv,0.7339
OVEJ920103.csv,MCLA720101.csv,0.7330
OVEJ920103.csv,DAYM780302.csv,0.7330
OVEJ920103.csv,KANM000101.csv,0.7334
OVEJ920103.csv,OGAK980101.csv,0.7333
OVEJ920103.csv,PRLA000101.csv,0.7332
OVEJ920103.csv,NAOD960101.csv,0.7334
OVEJ920103.csv,LUTR910102.csv,0.7334
OVEJ920103.csv,LUTR910104.csv,0.7336
OVEJ920103.csv,BENS940103.csv,0.7328
OVEJ920103.csv,KAPO950101.csv,0.7333
OVEJ920103.csv,CROG050101.csv,0.7332
OVEJ920103.csv,KOSJ950113.csv,0.7330
OVEJ920103.csv,BLAJ010101.csv,0.7332
OVEJ920103.csv,DOSZ010101.csv,0.7325
OVEJ920103.csv,KOSJ950104.csv,0.7331
OVEJ920103.csv,LUTR910101.csv,0.7329
OVEJ920103.csv,QUIB020101.csv,0.7332
OVEJ920103.csv,JOND920103.csv,0.7332
OVEJ920103.csv,MIYS930101.csv,0.7330
OVEJ920103.csv,AZAE970102.csv,0.7331
OVEJ920103.csv,OVEJ920101.csv,0.7330
OVEJ920103.csv,KOSJ950109.csv,0.7331
OVEJ920103.csv,GRAR740104.csv,0.7331
OVEJ920103.csv,LINK010101.csv,0.7330
OVEJ920103.csv,QU_C930101.csv,0.7332
OVEJ920103.csv,DAYM780301.csv,0.7330
OVEJ920103.csv,VOGG950101.csv,0.7329
OVEJ920103.csv,BENS940101.csv,0.7330
OVEJ920103.csv,LUTR910108.csv,0.7330
OVEJ920103.csv,HENS920104.csv,0.7332
OVEJ920103.csv,JOHM930101.csv,0.7326
OVEJ920103.csv,JOND940101.csv,0.7336
OVEJ920103.csv,FEND850101.csv,0.7331
OVEJ920103.csv,PRLA000102.csv,0.7334
OVEJ920103.csv,AZAE970101.csv,0.7334
OVEJ920103.csv,CSEM940101.csv,0.7332
OVEJ920103.csv,KOSJ950114.csv,0.7332
OVEJ920103.csv,GIAG010101.csv,0.7331
OVEJ920103.csv,KOSJ950102.csv,0.7327
OVEJ920103.csv,RUSR970102.csv,0.7334
OVEJ920103.csv,LUTR910106.csv,0.7331
OVEJ920103.csv,WEIL970102.csv,0.7333
OVEJ920103.csv,NIEK910102.csv,0.7331
OVEJ920103.csv,BENS940104.csv,0.7331
OVEJ920103.csv,MCLA710101.csv,0.7329
OVEJ920103.csv,DOSZ010102.csv,0.7331
OVEJ920103.csv,HENS920103.csv,0.7333
OVEJ920103.csv,FITW660101.csv,0.7327
OVEJ920103.csv,OVEJ920104.csv,0.7333
OVEJ920103.csv,OVEJ920105.csv,0.7333
OVEJ920103.csv,RUSR970103.csv,0.7328
OVEJ920103.csv,KOSJ950110.csv,0.7327
OVEJ920103.csv,HENS920102.csv,0.7332
OVEJ920103.csv,MOHR870101.csv,0.7330
OVEJ920103.csv,LUTR910105.csv,0.7327
OVEJ920103.csv,MIYT790101.csv,0.7335
OVEJ920103.csv,KOSJ950107.csv,0.7332
OVEJ920103.csv,NGPC000101.csv,0.7334
OVEJ920103.csv,OVEJ920102.csv,0.7332
OVEJ920103.csv,TUDE900101.csv,0.7326
OVEJ920103.csv,LUTR910107.csv,0.7329
OVEJ920103.csv,MUET020101.csv,0.7328
OVEJ920103.csv,GONG920101.csv,0.7329
OVEJ920103.csv,HENS920101.csv,0.7331
OVEJ920103.csv,WEIL970101.csv,0.7334
OVEJ920103.csv,RUSR970101.csv,0.7323
OVEJ920103.csv,GEOD900101.csv,0.7340
OVEJ920103.csv,QU_C930103.csv,0.7332
OVEJ920103.csv,RIER950101.csv,0.7334
OVEJ920103.csv,DOSZ010103.csv,0.7331
OVEJ920103.csv,KOLA920101.csv,0.7331
OVEJ920103.csv,LUTR910103.csv,0.7328
OVEJ920103.csv,NIEK910101.csv,0.7329
OVEJ920103.csv,MEHP950102.csv,0.7330
OVEJ920103.csv,BENS940102.csv,0.7329
OVEJ920103.csv,KOSJ950103.csv,0.7334
OVEJ920103.csv,DOSZ010104.csv,0.7335
OVEJ920103.csv,KOSJ950106.csv,0.7328
OVEJ920103.csv,LEVJ860101.csv,0.7332
OVEJ920103.csv,MUET010101.csv,0.7334
OVEJ920103.csv,KOSJ950108.csv,0.7330
OVEJ920103.csv,MUET020102.csv,0.7329
OVEJ920103.csv,LUTR910109.csv,0.7333
OVEJ920103.csv,KOSJ950115.csv,0.7332
OVEJ920103.csv,ALTS910101.csv,0.7329
OVEJ920103.csv,QU_C930102.csv,0.7331
OVEJ920103.csv,KOSJ950101.csv,0.7330
OVEJ920103.csv,KOSJ950112.csv,0.7332
OVEJ920103.csv,KOSJ950105.csv,0.7331
