matrix_name,rmse
RISJ880101.csv,1.0674
MCLA720101.csv,1.0661
DAYM780302.csv,1.0649
KANM000101.csv,1.0646
OGAK980101.csv,1.0641
PRLA000101.csv,1.0644
NAOD960101.csv,1.0643
LUTR910102.csv,1.0644
LUTR910104.csv,1.0646
BENS940103.csv,1.0644
KAPO950101.csv,1.0648
CROG050101.csv,1.0642
KOSJ950113.csv,0.7383
BLAJ010101.csv,1.0641
DOSZ010101.csv,0.7411
KOSJ950104.csv,0.7383
LUTR910101.csv,1.0645
QUIB020101.csv,1.0643
JOND920103.csv,1.0725
MIYS930101.csv,1.0645
AZAE970102.csv,1.0645
OVEJ920101.csv,1.0643
KOSJ950109.csv,0.7386
GRAR740104.csv,1.0648
LINK010101.csv,0.7381
QU_C930101.csv,1.0651
DAYM780301.csv,1.0647
VOGG950101.csv,1.0642
BENS940101.csv,1.0648
LUTR910108.csv,1.0649
HENS920104.csv,1.0650
JOHM930101.csv,1.0646
JOND940101.csv,1.0668
FEND850101.csv,1.0643
PRLA000102.csv,1.0641
AZAE970101.csv,1.0647
CSEM940101.csv,1.0646
KOSJ950114.csv,0.7391
GIAG010101.csv,0.7374
KOSJ950102.csv,0.7384
RUSR970102.csv,1.0690
LUTR910106.csv,1.0646
WEIL970102.csv,1.0715
NIEK910102.csv,1.0648
BENS940104.csv,1.0646
MCLA710101.csv,1.0650
DOSZ010102.csv,0.7386
HENS920103.csv,1.0647
FITW660101.csv,1.0661
OVEJ920104.csv,0.7379
OVEJ920105.csv,0.7375
RUSR970103.csv,1.0712
KOSJ950110.csv,0.7388
HENS920102.csv,1.0647
MOHR870101.csv,1.0641
LUTR910105.csv,1.0648
MIYT790101.csv,1.0646
KOSJ950107.csv,0.7387
NGPC000101.csv,1.0649
OVEJ920102.csv,0.7381
TUDE900101.csv,1.0648
LUTR910107.csv,1.0644
MUET020101.csv,1.0645
GONG920101.csv,1.0642
HENS920101.csv,1.0646
WEIL970101.csv,1.0643
RUSR970101.csv,1.0645
GEOD900101.csv,1.0849
OVEJ920103.csv,0.7368
QU_C930103.csv,1.0651
RIER950101.csv,1.0638
DOSZ010103.csv,0.7394
KOLA920101.csv,1.0645
LUTR910103.csv,1.0649
NIEK910101.csv,1.0646
MEHP950102.csv,1.0651
BENS940102.csv,1.0645
KOSJ950103.csv,0.7397
DOSZ010104.csv,0.7378
KOSJ950106.csv,0.7387
LEVJ860101.csv,1.0635
MUET010101.csv,1.0639
KOSJ950108.csv,0.7380
MUET020102.csv,1.0643
LUTR910109.csv,1.0645
KOSJ950115.csv,0.7387
ALTS910101.csv,1.0649
QU_C930102.csv,1.0643
KOSJ950101.csv,0.7390
KOSJ950112.csv,0.7383
KOSJ950105.csv,0.7387
KOSJ950111.csv,0.7389
