year,rmse,mae,r2
2022,1.0995079014913636,0.8604552011382189,0.23725719947564305
2023,1.5019695570132088,1.2393073505740932,0.05003108565168479
2024,1.032272255409738,0.7190955679816199,0.5465878629396292
2026,0.846037958798852,0.6307499022959369,0.7959009555010945
2026,0.846037958798852,0.6307499022959369,0.7959009555010945
