Test Virus,Reference Virus,Titre
A/Perth/16/2009,A/Perth/16/2009,640
A/Texas/50/2012,A/Perth/16/2009,320
A/Samara/73/2013,A/Perth/16/2009,160
A/Stockholm/6/2014,A/Perth/16/2009,<40
A/Stockholm/6/2014,A/Perth/16/2009,80
A/Switzerland/9715293/2013,A/Perth/16/2009,<40
A/Switzerland/9715293/2013,A/Perth/16/2009,40
A/Netherlands/525/2014,A/Perth/16/2009,160
A/Hong Kong/146/2013,A/Perth/16/2009,640
A/Hong Kong/5738/2014,A/Perth/16/2009,<40
A/Hong Kong/4801/2014,A/Perth/16/2009,40
A/Georgia/532/2015,A/Perth/16/2009,20
A/Guyane/1742/2015,A/Perth/16/2009,<40
A/Dijon/1484/2015,A/Perth/16/2009,80
A/South Australia/21/2015,A/Perth/16/2009,<40
A/Bretagne/1564/2015,A/Perth/16/2009,80
A/Guyane/1749/2015,A/Perth/16/2009,40
A/Alsace/1571/2015,A/Perth/16/2009,80
A/Guyane/1750/2015,A/Perth/16/2009,<40
A/Lorraine/1641/2015,A/Perth/16/2009,160
A/Bretagne/1661/2015,A/Perth/16/2009,80
A/Brisbane/82/2015,A/Perth/16/2009,<40
A/Norway/2326/2015,A/Perth/16/2009,40
A/Victoria/511/2015,A/Perth/16/2009,80
A/Victoria/511/2015,A/Perth/16/2009,160
A/Norway/2506/2015,A/Perth/16/2009,<40
A/Norway/2504/2015,A/Perth/16/2009,40
A/Norway/2475/2015,A/Perth/16/2009,<40
A/Perth/16/2009,A/Texas/50/2012,320
A/Texas/50/2012,A/Texas/50/2012,5120
A/Samara/73/2013,A/Texas/50/2012,1280
A/Stockholm/6/2014,A/Texas/50/2012,160
A/Stockholm/6/2014,A/Texas/50/2012,640
A/Switzerland/9715293/2013,A/Texas/50/2012,80
A/Switzerland/9715293/2013,A/Texas/50/2012,640
A/Netherlands/525/2014,A/Texas/50/2012,640
A/Hong Kong/146/2013,A/Texas/50/2012,2560
A/Hong Kong/5738/2014,A/Texas/50/2012,160
A/Hong Kong/4801/2014,A/Texas/50/2012,80
A/Georgia/532/2015,A/Texas/50/2012,<40
A/Guyane/1742/2015,A/Texas/50/2012,80
A/Dijon/1484/2015,A/Texas/50/2012,320
A/South Australia/21/2015,A/Texas/50/2012,40
A/Bretagne/1564/2015,A/Texas/50/2012,320
A/Guyane/1749/2015,A/Texas/50/2012,320
A/Alsace/1571/2015,A/Texas/50/2012,640
A/Guyane/1750/2015,A/Texas/50/2012,80
A/Lorraine/1641/2015,A/Texas/50/2012,320
A/Bretagne/1661/2015,A/Texas/50/2012,320
A/Brisbane/82/2015,A/Texas/50/2012,80
A/Norway/2326/2015,A/Texas/50/2012,320
A/Victoria/511/2015,A/Texas/50/2012,320
A/Victoria/511/2015,A/Texas/50/2012,5120
A/Norway/2506/2015,A/Texas/50/2012,80
A/Norway/2504/2015,A/Texas/50/2012,320
A/Norway/2475/2015,A/Texas/50/2012,80
A/Perth/16/2009,A/Samara/73/2013,160
A/Texas/50/2012,A/Samara/73/2013,640
A/Samara/73/2013,A/Samara/73/2013,640
A/Stockholm/6/2014,A/Samara/73/2013,320
A/Stockholm/6/2014,A/Samara/73/2013,80
A/Switzerland/9715293/2013,A/Samara/73/2013,160
A/Switzerland/9715293/2013,A/Samara/73/2013,160
A/Netherlands/525/2014,A/Samara/73/2013,320
A/Hong Kong/146/2013,A/Samara/73/2013,640
A/Hong Kong/5738/2014,A/Samara/73/2013,160
A/Hong Kong/4801/2014,A/Samara/73/2013,160
A/Georgia/532/2015,A/Samara/73/2013,160
A/Guyane/1742/2015,A/Samara/73/2013,160
A/Dijon/1484/2015,A/Samara/73/2013,320
A/South Australia/21/2015,A/Samara/73/2013,80
A/Bretagne/1564/2015,A/Samara/73/2013,320
A/Guyane/1749/2015,A/Samara/73/2013,80
