Test Virus,Reference Virus,Titre
A/Denmark/3264/2019,A/Denmark/3264/2019,320
A/Hong Kong/2671/2019,A/Denmark/3264/2019,160
A/Cambodia/e0826360/2020,A/Denmark/3264/2019,320
A/Cambodia/925256/2020,A/Denmark/3264/2019,160
A/Bangladesh/4005/2020,A/Denmark/3264/2019,640
A/Darwin/9/2021,A/Denmark/3264/2019,40
A/Stockholm/5/2021,A/Denmark/3264/2019,160
A/Michigan/173/2020,A/Denmark/3264/2019,320
A/Kansas/14/2017,A/Denmark/3264/2019,80
A/Togo/771/2020,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3809350/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3801619/2021,A/Denmark/3264/2019,160
A/Delaware/01/2021,A/Denmark/3264/2019,80
A/Qatar/34-VI-21-3664968/2021,A/Denmark/3264/2019,80
A/Qatar/16-VI-21-3673175/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3738537/2021,A/Denmark/3264/2019,40
A/Qatar/16-VI-21-3744895/2021,A/Denmark/3264/2019,320
A/Qatar/24-VI-21-3752470/2021,A/Denmark/3264/2019,320
A/Qatar/16-VI-21-3820344/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3782139/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3778452/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3773931/2021,A/Denmark/3264/2019,320
A/Qatar/16-VI-21-3798042/2021,A/Denmark/3264/2019,160
A/Qatar/10-VI-21-3813895/2021,A/Denmark/3264/2019,160
A/Qatar/10-VI-21-3843467/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-3868954/2021,A/Denmark/3264/2019,<40
A/Qatar/10-VI-21-3886441/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-3912649/2021,A/Denmark/3264/2019,160
A/Qatar/10-VI-21-3904627/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-3942034/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-3929575/2021,A/Denmark/3264/2019,160
A/Qatar/47-VI-21-3971441/2021,A/Denmark/3264/2019,160
A/Qatar/47-VI-21-3968065/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-3962572/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3950368/2021,A/Denmark/3264/2019,160
A/Qatar/47-VI-21-3995023/2021,A/Denmark/3264/2019,320
A/Qatar/24-VI-21-3985321/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-3980766/2021,A/Denmark/3264/2019,40
A/Qatar/16-VI-21-3994833/2021,A/Denmark/3264/2019,320
A/Qatar/16-VI-21-3994707/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-3999123/2021,A/Denmark/3264/2019,320
A/Qatar/24-VI-21-4041206/2021,A/Denmark/3264/2019,160
A/Qatar/24-VI-21-4031255/2021,A/Denmark/3264/2019,320
A/Qatar/16-VI-21-4035811/2021,A/Denmark/3264/2019,160
A/Qatar/16-VI-21-4035218/2021,A/Denmark/3264/2019,160
A/Qatar/39-VI-21-4147440/2021,A/Denmark/3264/2019,160
A/Qatar/39-VI-21-4154225/2021,A/Denmark/3264/2019,80
A/Denmark/3264/2019,A/Hong Kong/2671/2019,160
A/Hong Kong/2671/2019,A/Hong Kong/2671/2019,320
A/Cambodia/e0826360/2020,A/Hong Kong/2671/2019,<40
A/Cambodia/925256/2020,A/Hong Kong/2671/2019,80
A/Bangladesh/4005/2020,A/Hong Kong/2671/2019,160
A/Darwin/9/2021,A/Hong Kong/2671/2019,40
A/Stockholm/5/2021,A/Hong Kong/2671/2019,40
A/Michigan/173/2020,A/Hong Kong/2671/2019,160
A/Kansas/14/2017,A/Hong Kong/2671/2019,80
A/Togo/771/2020,A/Hong Kong/2671/2019,80
A/Qatar/16-VI-21-3809350/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3801619/2021,A/Hong Kong/2671/2019,40
A/Delaware/01/2021,A/Hong Kong/2671/2019,40
A/Qatar/34-VI-21-3664968/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3673175/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3738537/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3744895/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3752470/2021,A/Hong Kong/2671/2019,160
A/Qatar/16-VI-21-3820344/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3782139/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3778452/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3773931/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3798042/2021,A/Hong Kong/2671/2019,40
A/Qatar/10-VI-21-3813895/2021,A/Hong Kong/2671/2019,40
A/Qatar/10-VI-21-3843467/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3868954/2021,A/Hong Kong/2671/2019,80
A/Qatar/10-VI-21-3886441/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3912649/2021,A/Hong Kong/2671/2019,40
A/Qatar/10-VI-21-3904627/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3942034/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3929575/2021,A/Hong Kong/2671/2019,40
A/Qatar/47-VI-21-3971441/2021,A/Hong Kong/2671/2019,40
A/Qatar/47-VI-21-3968065/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3962572/2021,A/Hong Kong/2671/2019,80
A/Qatar/16-VI-21-3950368/2021,A/Hong Kong/2671/2019,80
A/Qatar/47-VI-21-3995023/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3985321/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-3980766/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3994833/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3994707/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-3999123/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-4041206/2021,A/Hong Kong/2671/2019,40
A/Qatar/24-VI-21-4031255/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-4035811/2021,A/Hong Kong/2671/2019,40
A/Qatar/16-VI-21-4035218/2021,A/Hong Kong/2671/2019,40
A/Qatar/39-VI-21-4147440/2021,A/Hong Kong/2671/2019,40
A/Qatar/39-VI-21-4154225/2021,A/Hong Kong/2671/2019,<40
A/Denmark/3264/2019,A/Cambodia/e0826360/2020,160
A/Hong Kong/2671/2019,A/Cambodia/e0826360/2020,80
A/Cambodia/e0826360/2020,A/Cambodia/e0826360/2020,2560
A/Cambodia/925256/2020,A/Cambodia/e0826360/2020,80
A/Bangladesh/4005/2020,A/Cambodia/e0826360/2020,320
A/Darwin/9/2021,A/Cambodia/e0826360/2020,40
A/Stockholm/5/2021,A/Cambodia/e0826360/2020,80
A/Michigan/173/2020,A/Cambodia/e0826360/2020,320
A/Kansas/14/2017,A/Cambodia/e0826360/2020,80
A/Togo/771/2020,A/Cambodia/e0826360/2020,40
A/Qatar/16-VI-21-3809350/2021,A/Cambodia/e0826360/2020,320
