Test Virus,Reference Virus,Titre
A/Brisbane/10/2007,A/Brisbane/10/2007,5120
A/Perth/16/2009,A/Brisbane/10/2007,160
A/Victoria/208/2009,A/Brisbane/10/2007,640
A/Victoria/210/2009,A/Brisbane/10/2007,640
A/Hong Kong/1985/2009,A/Brisbane/10/2007,80
A/Netherlands/9/2010,A/Brisbane/10/2007,40
A/Stockholm/2/2010,A/Brisbane/10/2007,80
A/Johannesburg/19/2010,A/Brisbane/10/2007,80
A/Johannesburg/47/2010,A/Brisbane/10/2007,40
A/Johannesburg/31/2010,A/Brisbane/10/2007,40
A/Johannesburg/34/2010,A/Brisbane/10/2007,80
A/Johannesburg/60/2010,A/Brisbane/10/2007,80
A/Cape Town/62/2010,A/Brisbane/10/2007,80
A/Johannesburg/87/2010,A/Brisbane/10/2007,40
A/Brisbane/10/2007,A/Perth/16/2009,160
A/Perth/16/2009,A/Perth/16/2009,1280
A/Victoria/208/2009,A/Perth/16/2009,2560
A/Victoria/210/2009,A/Perth/16/2009,2560
A/Hong Kong/1985/2009,A/Perth/16/2009,640
A/Netherlands/9/2010,A/Perth/16/2009,160
A/Stockholm/2/2010,A/Perth/16/2009,320
A/Johannesburg/19/2010,A/Perth/16/2009,640
A/Johannesburg/47/2010,A/Perth/16/2009,320
A/Johannesburg/31/2010,A/Perth/16/2009,320
A/Johannesburg/34/2010,A/Perth/16/2009,640
A/Johannesburg/60/2010,A/Perth/16/2009,1280
A/Cape Town/62/2010,A/Perth/16/2009,320
A/Johannesburg/87/2010,A/Perth/16/2009,320
A/Brisbane/10/2007,A/Hong Kong/34430/2009,320
A/Perth/16/2009,A/Hong Kong/34430/2009,640
A/Victoria/208/2009,A/Hong Kong/34430/2009,5120
A/Victoria/210/2009,A/Hong Kong/34430/2009,5120
A/Hong Kong/1985/2009,A/Hong Kong/34430/2009,2560
A/Netherlands/9/2010,A/Hong Kong/34430/2009,640
A/Stockholm/2/2010,A/Hong Kong/34430/2009,640
A/Johannesburg/19/2010,A/Hong Kong/34430/2009,5120
A/Johannesburg/47/2010,A/Hong Kong/34430/2009,1280
A/Johannesburg/31/2010,A/Hong Kong/34430/2009,1280
A/Johannesburg/34/2010,A/Hong Kong/34430/2009,2560
A/Johannesburg/60/2010,A/Hong Kong/34430/2009,5120
A/Cape Town/62/2010,A/Hong Kong/34430/2009,2560
A/Johannesburg/87/2010,A/Hong Kong/34430/2009,1280
A/Brisbane/10/2007,A/Victoria/208/2009,640
A/Perth/16/2009,A/Victoria/208/2009,320
A/Victoria/208/2009,A/Victoria/208/2009,5120
A/Victoria/210/2009,A/Victoria/208/2009,2560
A/Hong Kong/1985/2009,A/Victoria/208/2009,320
A/Netherlands/9/2010,A/Victoria/208/2009,320
A/Stockholm/2/2010,A/Victoria/208/2009,160
A/Johannesburg/19/2010,A/Victoria/208/2009,640
A/Johannesburg/47/2010,A/Victoria/208/2009,320
A/Johannesburg/31/2010,A/Victoria/208/2009,160
A/Johannesburg/34/2010,A/Victoria/208/2009,640
A/Johannesburg/60/2010,A/Victoria/208/2009,640
A/Cape Town/62/2010,A/Victoria/208/2009,320
A/Johannesburg/87/2010,A/Victoria/208/2009,320
A/Brisbane/10/2007,A/Victoria/210/2009,320
A/Perth/16/2009,A/Victoria/210/2009,320
A/Victoria/208/2009,A/Victoria/210/2009,5120
A/Victoria/210/2009,A/Victoria/210/2009,5120
A/Hong Kong/1985/2009,A/Victoria/210/2009,640
A/Netherlands/9/2010,A/Victoria/210/2009,160
A/Stockholm/2/2010,A/Victoria/210/2009,160
A/Johannesburg/19/2010,A/Victoria/210/2009,320
A/Johannesburg/47/2010,A/Victoria/210/2009,160
A/Johannesburg/31/2010,A/Victoria/210/2009,160
A/Johannesburg/34/2010,A/Victoria/210/2009,1280
A/Johannesburg/60/2010,A/Victoria/210/2009,640
A/Cape Town/62/2010,A/Victoria/210/2009,320
A/Johannesburg/87/2010,A/Victoria/210/2009,160
A/Brisbane/10/2007,A/Brisbane/10/2007,5120
A/Perth/16/2009,A/Brisbane/10/2007,320
A/Victoria/208/2009,A/Brisbane/10/2007,640
A/Perth/10/2010,A/Brisbane/10/2007,320
A/Alabama/5/2010,A/Brisbane/10/2007,320
A/La Reunion/832/2010,A/Brisbane/10/2007,160
A/Rhode Island/1/2010,A/Brisbane/10/2007,320
A/Panama/307149/2010,A/Brisbane/10/2007,80
A/Hong Kong/3579/2010,A/Brisbane/10/2007,<40
A/Hong Kong/3570/2010,A/Brisbane/10/2007,160
A/Victoria/563/2010,A/Brisbane/10/2007,320
A/Ghana/FS-4462/2010,A/Brisbane/10/2007,160
A/Peleponnese/4043/2010,A/Brisbane/10/2007,320
A/Ghana/FS-4589/2010,A/Brisbane/10/2007,80
A/England/4360174/2010,A/Brisbane/10/2007,160
A/Baleares/RR6848/2010,A/Brisbane/10/2007,80
A/Madagascar/7142/2010,A/Brisbane/10/2007,80
A/Madagascar/7184/2010,A/Brisbane/10/2007,80
A/Argentina/28342/2010,A/Brisbane/10/2007,160
A/Argentina/28370/2010,A/Brisbane/10/2007,80
A/Argentina/28367/2010,A/Brisbane/10/2007,80
A/Argentina/28373/2010,A/Brisbane/10/2007,80
A/Hong Kong/6894/2010,A/Brisbane/10/2007,80
A/Argentina/28378/2010,A/Brisbane/10/2007,40
A/Hong Kong/6925/2010,A/Brisbane/10/2007,80
A/Brisbane/10/2007,A/Perth/16/2009,160
A/Perth/16/2009,A/Perth/16/2009,2560
A/Victoria/208/2009,A/Perth/16/2009,1280
A/Perth/10/2010,A/Perth/16/2009,640
A/Alabama/5/2010,A/Perth/16/2009,640
A/La Reunion/832/2010,A/Perth/16/2009,320
A/Rhode Island/1/2010,A/Perth/16/2009,320
A/Panama/307149/2010,A/Perth/16/2009,640
A/Hong Kong/3579/2010,A/Perth/16/2009,640
A/Hong Kong/3570/2010,A/Perth/16/2009,640
A/Victoria/563/2010,A/Perth/16/2009,1280
A/Ghana/FS-4462/2010,A/Perth/16/2009,320
A/Peleponnese/4043/2010,A/Perth/16/2009,1280
A/Ghana/FS-4589/2010,A/Perth/16/2009,320
A/England/4360174/2010,A/Perth/16/2009,640
A/Baleares/RR6848/2010,A/Perth/16/2009,160
A/Madagascar/7142/2010,A/Perth/16/2009,320
A/Madagascar/7184/2010,A/Perth/16/2009,320
A/Argentina/28342/2010,A/Perth/16/2009,640
A/Argentina/28370/2010,A/Perth/16/2009,640
A/Argentina/28367/2010,A/Perth/16/2009,640
A/Argentina/28373/2010,A/Perth/16/2009,640
A/Hong Kong/6894/2010,A/Perth/16/2009,320
A/Argentina/28378/2010,A/Perth/16/2009,320
A/Hong Kong/6925/2010,A/Perth/16/2009,1280
A/Brisbane/10/2007,A/Victoria/208/2009,640
A/Perth/16/2009,A/Victoria/208/2009,320
A/Victoria/208/2009,A/Victoria/208/2009,5120
