Test Virus,Reference Virus,Titre
A/California/7/2004,A/California/7/2004,2560
A/Hong Kong/4443/2005,A/California/7/2004,320
A/Hiroshima/52/2005,A/California/7/2004,640
A/Wisconsin/67/2005,A/California/7/2004,1280
A/Bayern/4/2006,A/California/7/2004,640
A/Slovakia/134/2006,A/California/7/2004,1280
A/Berlin/2/2006,A/California/7/2004,320
A/Lyon/636/2006,A/California/7/2004,640
A/Nepal/921/2006,A/California/7/2004,640
A/Santiago/7981/2006,A/California/7/2004,2560
A/Bratislava/46/07,A/California/7/2004,640
A/Semily/55/2007,A/California/7/2004,640
A/Prague/59/2007,A/California/7/2004,40
A/Algeria/453/06,A/California/7/2004,40
A/Firenze/14/2007,A/California/7/2004,80
A/Vienna/338428/07,A/California/7/2004,320
A/Berlin/20/07,A/California/7/2004,160
A/Lisbon/59/07,A/California/7/2004,80
A/Zamora/35/07,A/California/7/2004,160
A/Eng/233/07,A/California/7/2004,80
A/Valladolid/49/07,A/California/7/2004,640
A/Sachsen/8/07,A/California/7/2004,160
A/Astrakhan/60/07,A/California/7/2004,40
A/Ulan-Ude/1/07,A/California/7/2004,320
A/Voronezh/7/07,A/California/7/2004,160
A/Tula/11/07,A/California/7/2004,80
A/Khabarovsk/528/07,A/California/7/2004,40
A/California/7/2004,A/Hong Kong/4443/2005,320
A/Hong Kong/4443/2005,A/Hong Kong/4443/2005,640
A/Hiroshima/52/2005,A/Hong Kong/4443/2005,640
A/Wisconsin/67/2005,A/Hong Kong/4443/2005,1280
A/Bayern/4/2006,A/Hong Kong/4443/2005,160
A/Slovakia/134/2006,A/Hong Kong/4443/2005,640
A/Berlin/2/2006,A/Hong Kong/4443/2005,160
A/Lyon/636/2006,A/Hong Kong/4443/2005,320
A/Nepal/921/2006,A/Hong Kong/4443/2005,640
A/Santiago/7981/2006,A/Hong Kong/4443/2005,640
A/Bratislava/46/07,A/Hong Kong/4443/2005,640
A/Semily/55/2007,A/Hong Kong/4443/2005,640
A/Prague/59/2007,A/Hong Kong/4443/2005,40
A/Algeria/453/06,A/Hong Kong/4443/2005,160
A/Firenze/14/2007,A/Hong Kong/4443/2005,80
A/Vienna/338428/07,A/Hong Kong/4443/2005,320
A/Berlin/20/07,A/Hong Kong/4443/2005,160
A/Lisbon/59/07,A/Hong Kong/4443/2005,160
A/Zamora/35/07,A/Hong Kong/4443/2005,160
A/Eng/233/07,A/Hong Kong/4443/2005,320
A/Valladolid/49/07,A/Hong Kong/4443/2005,640
A/Sachsen/8/07,A/Hong Kong/4443/2005,640
A/Astrakhan/60/07,A/Hong Kong/4443/2005,<40
A/Ulan-Ude/1/07,A/Hong Kong/4443/2005,640
A/Voronezh/7/07,A/Hong Kong/4443/2005,320
A/Tula/11/07,A/Hong Kong/4443/2005,80
A/Khabarovsk/528/07,A/Hong Kong/4443/2005,40
A/California/7/2004,A/Hiroshima/52/2005,320
A/Hong Kong/4443/2005,A/Hiroshima/52/2005,640
A/Hiroshima/52/2005,A/Hiroshima/52/2005,2560
A/Wisconsin/67/2005,A/Hiroshima/52/2005,1280
A/Bayern/4/2006,A/Hiroshima/52/2005,80
A/Slovakia/134/2006,A/Hiroshima/52/2005,160
A/Berlin/2/2006,A/Hiroshima/52/2005,80
A/Lyon/636/2006,A/Hiroshima/52/2005,160
A/Nepal/921/2006,A/Hiroshima/52/2005,320
A/Santiago/7981/2006,A/Hiroshima/52/2005,320
A/Bratislava/46/07,A/Hiroshima/52/2005,320
A/Semily/55/2007,A/Hiroshima/52/2005,1280
A/Prague/59/2007,A/Hiroshima/52/2005,40
A/Algeria/453/06,A/Hiroshima/52/2005,40
A/Firenze/14/2007,A/Hiroshima/52/2005,160
A/Vienna/338428/07,A/Hiroshima/52/2005,320
A/Berlin/20/07,A/Hiroshima/52/2005,80
A/Lisbon/59/07,A/Hiroshima/52/2005,320
A/Zamora/35/07,A/Hiroshima/52/2005,160
A/Eng/233/07,A/Hiroshima/52/2005,320
A/Valladolid/49/07,A/Hiroshima/52/2005,320
A/Sachsen/8/07,A/Hiroshima/52/2005,320
A/Astrakhan/60/07,A/Hiroshima/52/2005,40
A/Ulan-Ude/1/07,A/Hiroshima/52/2005,640
A/Voronezh/7/07,A/Hiroshima/52/2005,160
A/Tula/11/07,A/Hiroshima/52/2005,160
A/Khabarovsk/528/07,A/Hiroshima/52/2005,80
A/California/7/2004,A/Wisconsin/67/2005,640
A/Hong Kong/4443/2005,A/Wisconsin/67/2005,320
A/Hiroshima/52/2005,A/Wisconsin/67/2005,2560
A/Wisconsin/67/2005,A/Wisconsin/67/2005,2560
A/Bayern/4/2006,A/Wisconsin/67/2005,160
A/Slovakia/134/2006,A/Wisconsin/67/2005,640
A/Berlin/2/2006,A/Wisconsin/67/2005,160
A/Lyon/636/2006,A/Wisconsin/67/2005,320
A/Nepal/921/2006,A/Wisconsin/67/2005,640
A/Santiago/7981/2006,A/Wisconsin/67/2005,1280
A/Bratislava/46/07,A/Wisconsin/67/2005,1280
A/Semily/55/2007,A/Wisconsin/67/2005,1280
A/Prague/59/2007,A/Wisconsin/67/2005,80
A/Algeria/453/06,A/Wisconsin/67/2005,80
A/Firenze/14/2007,A/Wisconsin/67/2005,80
A/Vienna/338428/07,A/Wisconsin/67/2005,320
A/Berlin/20/07,A/Wisconsin/67/2005,160
A/Lisbon/59/07,A/Wisconsin/67/2005,80
A/Zamora/35/07,A/Wisconsin/67/2005,80
A/Eng/233/07,A/Wisconsin/67/2005,160
A/Valladolid/49/07,A/Wisconsin/67/2005,640
A/Sachsen/8/07,A/Wisconsin/67/2005,80
A/Astrakhan/60/07,A/Wisconsin/67/2005,80
A/Ulan-Ude/1/07,A/Wisconsin/67/2005,1280
A/Voronezh/7/07,A/Wisconsin/67/2005,320
A/Tula/11/07,A/Wisconsin/67/2005,160
A/Khabarovsk/528/07,A/Wisconsin/67/2005,80
A/California/7/2004,A/Bayern/4/2006,1280
A/Hong Kong/4443/2005,A/Bayern/4/2006,320
A/Hiroshima/52/2005,A/Bayern/4/2006,640
A/Wisconsin/67/2005,A/Bayern/4/2006,1280
A/Bayern/4/2006,A/Bayern/4/2006,1280
A/Slovakia/134/2006,A/Bayern/4/2006,640
A/Berlin/2/2006,A/Bayern/4/2006,320
A/Lyon/636/2006,A/Bayern/4/2006,640
A/Nepal/921/2006,A/Bayern/4/2006,640
A/Santiago/7981/2006,A/Bayern/4/2006,1280
A/Bratislava/46/07,A/Bayern/4/2006,80
A/Semily/55/2007,A/Bayern/4/2006,320
A/Prague/59/2007,A/Bayern/4/2006,20
A/Algeria/453/06,A/Bayern/4/2006,20
A/Firenze/14/2007,A/Bayern/4/2006,20
A/Vienna/338428/07,A/Bayern/4/2006,80
A/Berlin/20/07,A/Bayern/4/2006,20
A/Lisbon/59/07,A/Bayern/4/2006,40
A/Zamora/35/07,A/Bayern/4/2006,40
A/Eng/233/07,A/Bayern/4/2006,80
A/Valladolid/49/07,A/Bayern/4/2006,160
A/Sachsen/8/07,A/Bayern/4/2006,80
A/Astrakhan/60/07,A/Bayern/4/2006,20
A/Ulan-Ude/1/07,A/Bayern/4/2006,1280
A/Voronezh/7/07,A/Bayern/4/2006,160
A/Tula/11/07,A/Bayern/4/2006,80
A/Khabarovsk/528/07,A/Bayern/4/2006,40
A/California/7/2004,A/Slovakia/134/2006,160
A/Hong Kong/4443/2005,A/Slovakia/134/2006,320
A/Hiroshima/52/2005,A/Slovakia/134/2006,320
A/Wisconsin/67/2005,A/Slovakia/134/2006,320
A/Bayern/4/2006,A/Slovakia/134/2006,80
A/Slovakia/134/2006,A/Slovakia/134/2006,160
A/Berlin/2/2006,A/Slovakia/134/2006,80
A/Lyon/636/2006,A/Slovakia/134/2006,160
A/Nepal/921/2006,A/Slovakia/134/2006,80
A/Santiago/7981/2006,A/Slovakia/134/2006,160
A/Bratislava/46/07,A/Slovakia/134/2006,1280
A/Semily/55/2007,A/Slovakia/134/2006,160
A/Prague/59/2007,A/Slovakia/134/2006,20
A/Algeria/453/06,A/Slovakia/134/2006,20
A/Firenze/14/2007,A/Slovakia/134/2006,160
A/Vienna/338428/07,A/Slovakia/134/2006,320
A/Berlin/20/07,A/Slovakia/134/2006,80
A/Lisbon/59/07,A/Slovakia/134/2006,80
A/Zamora/35/07,A/Slovakia/134/2006,160
A/Eng/233/07,A/Slovakia/134/2006,80
A/Valladolid/49/07,A/Slovakia/134/2006,640
A/Sachsen/8/07,A/Slovakia/134/2006,320
A/Astrakhan/60/07,A/Slovakia/134/2006,20
A/Ulan-Ude/1/07,A/Slovakia/134/2006,160
A/Voronezh/7/07,A/Slovakia/134/2006,80
A/Tula/11/07,A/Slovakia/134/2006,40
A/Khabarovsk/528/07,A/Slovakia/134/2006,20
A/California/7/2004,A/Berlin/2/2006,640
A/Hong Kong/4443/2005,A/Berlin/2/2006,40
A/Hiroshima/52/2005,A/Berlin/2/2006,80
A/Wisconsin/67/2005,A/Berlin/2/2006,80
A/Bayern/4/2006,A/Berlin/2/2006,160
A/Slovakia/134/2006,A/Berlin/2/2006,40
A/Berlin/2/2006,A/Berlin/2/2006,80
A/Lyon/636/2006,A/Berlin/2/2006,320
A/Nepal/921/2006,A/Berlin/2/2006,40
A/Santiago/7981/2006,A/Berlin/2/2006,40
A/Bratislava/46/07,A/Berlin/2/2006,10
A/Semily/55/2007,A/Berlin/2/2006,40
A/Prague/59/2007,A/Berlin/2/2006,10
A/Algeria/453/06,A/Berlin/2/2006,<40
A/Firenze/14/2007,A/Berlin/2/2006,10
A/Vienna/338428/07,A/Berlin/2/2006,10
A/Berlin/20/07,A/Berlin/2/2006,10
A/Lisbon/59/07,A/Berlin/2/2006,20
A/Zamora/35/07,A/Berlin/2/2006,10
A/Eng/233/07,A/Berlin/2/2006,20
A/Valladolid/49/07,A/Berlin/2/2006,40
A/Sachsen/8/07,A/Berlin/2/2006,20
A/Astrakhan/60/07,A/Berlin/2/2006,10
A/Ulan-Ude/1/07,A/Berlin/2/2006,160
A/Voronezh/7/07,A/Berlin/2/2006,80
A/Tula/11/07,A/Berlin/2/2006,20
A/Khabarovsk/528/07,A/Berlin/2/2006,20
A/California/7/2004,A/Lyon/636/2006,640
A/Hong Kong/4443/2005,A/Lyon/636/2006,80
A/Hiroshima/52/2005,A/Lyon/636/2006,320
A/Wisconsin/67/2005,A/Lyon/636/2006,320
A/Bayern/4/2006,A/Lyon/636/2006,320
A/Slovakia/134/2006,A/Lyon/636/2006,320
A/Berlin/2/2006,A/Lyon/636/2006,160
A/Lyon/636/2006,A/Lyon/636/2006,320
A/Nepal/921/2006,A/Lyon/636/2006,320
A/Santiago/7981/2006,A/Lyon/636/2006,640
A/Bratislava/46/07,A/Lyon/636/2006,40
A/Semily/55/2007,A/Lyon/636/2006,160
A/Prague/59/2007,A/Lyon/636/2006,<40
A/Algeria/453/06,A/Lyon/636/2006,<40
A/Firenze/14/2007,A/Lyon/636/2006,20
A/Vienna/338428/07,A/Lyon/636/2006,160
A/Berlin/20/07,A/Lyon/636/2006,40
A/Lisbon/59/07,A/Lyon/636/2006,20
A/Zamora/35/07,A/Lyon/636/2006,40
A/Eng/233/07,A/Lyon/636/2006,<40
A/Valladolid/49/07,A/Lyon/636/2006,320
A/Sachsen/8/07,A/Lyon/636/2006,40
A/Astrakhan/60/07,A/Lyon/636/2006,<40
A/Ulan-Ude/1/07,A/Lyon/636/2006,320
A/Voronezh/7/07,A/Lyon/636/2006,80
A/Tula/11/07,A/Lyon/636/2006,<40
A/Khabarovsk/528/07,A/Lyon/636/2006,<40
A/California/7/2004,A/Nepal/921/2006,1280
A/Hong Kong/4443/2005,A/Nepal/921/2006,320
A/Hiroshima/52/2005,A/Nepal/921/2006,1280
A/Wisconsin/67/2005,A/Nepal/921/2006,1280
A/Bayern/4/2006,A/Nepal/921/2006,320
A/Slovakia/134/2006,A/Nepal/921/2006,1280
A/Berlin/2/2006,A/Nepal/921/2006,320
A/Lyon/636/2006,A/Nepal/921/2006,640
A/Nepal/921/2006,A/Nepal/921/2006,2560
A/Santiago/7981/2006,A/Nepal/921/2006,2560
A/Bratislava/46/07,A/Nepal/921/2006,160
A/Semily/55/2007,A/Nepal/921/2006,640
A/Prague/59/2007,A/Nepal/921/2006,80
A/Algeria/453/06,A/Nepal/921/2006,80
A/Firenze/14/2007,A/Nepal/921/2006,80
A/Vienna/338428/07,A/Nepal/921/2006,640
A/Berlin/20/07,A/Nepal/921/2006,160
A/Lisbon/59/07,A/Nepal/921/2006,160
A/Zamora/35/07,A/Nepal/921/2006,160
A/Eng/233/07,A/Nepal/921/2006,160
A/Valladolid/49/07,A/Nepal/921/2006,640
A/Sachsen/8/07,A/Nepal/921/2006,640
A/Astrakhan/60/07,A/Nepal/921/2006,160
A/Ulan-Ude/1/07,A/Nepal/921/2006,1280
A/Voronezh/7/07,A/Nepal/921/2006,320
A/Tula/11/07,A/Nepal/921/2006,320
A/Khabarovsk/528/07,A/Nepal/921/2006,160
A/California/7/2004,A/Santiago/7981/2006,640
