Test Virus,Reference Virus,Titre
A/Stockholm/6/2014,A/Stockholm/6/2014,320
A/Hong Kong/5738/2014,A/Stockholm/6/2014,160
A/Bretagne/1413/2017,A/Stockholm/6/2014,160
A/Singapore/INFIMH-16-0019/2016,A/Stockholm/6/2014,40
A/Hong Kong/656/2018,A/Stockholm/6/2014,320
A/Switzerland/8060/2017,A/Stockholm/6/2014,40
A/Norway/2620/2018,A/Stockholm/6/2014,*
A/England/538/2018,A/Stockholm/6/2014,40
A/Beijing-Huairou/1557/2018,A/Stockholm/6/2014,80
A/Guizhou-Nanming/1958/2018,A/Stockholm/6/2014,80
A/Stockholm/6/2014,A/Hong Kong/5738/2014,160
A/Hong Kong/5738/2014,A/Hong Kong/5738/2014,160
A/Bretagne/1413/2017,A/Hong Kong/5738/2014,80
A/Singapore/INFIMH-16-0019/2016,A/Hong Kong/5738/2014,80
A/Hong Kong/656/2018,A/Hong Kong/5738/2014,640
A/Switzerland/8060/2017,A/Hong Kong/5738/2014,80
A/Norway/2620/2018,A/Hong Kong/5738/2014,*
A/England/538/2018,A/Hong Kong/5738/2014,40
A/Beijing-Huairou/1557/2018,A/Hong Kong/5738/2014,40
A/Guizhou-Nanming/1958/2018,A/Hong Kong/5738/2014,40
A/Stockholm/6/2014,A/Bretagne/1413/2017,80
A/Hong Kong/5738/2014,A/Bretagne/1413/2017,160
A/Bretagne/1413/2017,A/Bretagne/1413/2017,1280
A/Singapore/INFIMH-16-0019/2016,A/Bretagne/1413/2017,80
A/Hong Kong/656/2018,A/Bretagne/1413/2017,1280
A/Switzerland/8060/2017,A/Bretagne/1413/2017,1280
A/Norway/2620/2018,A/Bretagne/1413/2017,*
A/England/538/2018,A/Bretagne/1413/2017,80
A/Beijing-Huairou/1557/2018,A/Bretagne/1413/2017,40
A/Guizhou-Nanming/1958/2018,A/Bretagne/1413/2017,160
A/Stockholm/6/2014,A/Norway/4436/2016,320
A/Hong Kong/5738/2014,A/Norway/4436/2016,320
A/Bretagne/1413/2017,A/Norway/4436/2016,320
A/Singapore/INFIMH-16-0019/2016,A/Norway/4436/2016,160
A/Hong Kong/656/2018,A/Norway/4436/2016,640
A/Switzerland/8060/2017,A/Norway/4436/2016,160
A/Norway/2620/2018,A/Norway/4436/2016,*
A/England/538/2018,A/Norway/4436/2016,160
A/Beijing-Huairou/1557/2018,A/Norway/4436/2016,80
A/Guizhou-Nanming/1958/2018,A/Norway/4436/2016,160
A/Stockholm/6/2014,A/Greece/4/2017,160
A/Hong Kong/5738/2014,A/Greece/4/2017,320
A/Bretagne/1413/2017,A/Greece/4/2017,160
A/Singapore/INFIMH-16-0019/2016,A/Greece/4/2017,160
A/Hong Kong/656/2018,A/Greece/4/2017,320
A/Switzerland/8060/2017,A/Greece/4/2017,320
A/Norway/2620/2018,A/Greece/4/2017,*
A/England/538/2018,A/Greece/4/2017,80
A/Beijing-Huairou/1557/2018,A/Greece/4/2017,160
A/Guizhou-Nanming/1958/2018,A/Greece/4/2017,80
A/Stockholm/6/2014,A/Singapore/INFIMH-16-0019/2016,160
A/Hong Kong/5738/2014,A/Singapore/INFIMH-16-0019/2016,320
A/Bretagne/1413/2017,A/Singapore/INFIMH-16-0019/2016,160
A/Singapore/INFIMH-16-0019/2016,A/Singapore/INFIMH-16-0019/2016,640
A/Hong Kong/656/2018,A/Singapore/INFIMH-16-0019/2016,320
A/Switzerland/8060/2017,A/Singapore/INFIMH-16-0019/2016,640
A/Norway/2620/2018,A/Singapore/INFIMH-16-0019/2016,320
A/England/538/2018,A/Singapore/INFIMH-16-0019/2016,40
A/Beijing-Huairou/1557/2018,A/Singapore/INFIMH-16-0019/2016,80
A/Guizhou-Nanming/1958/2018,A/Singapore/INFIMH-16-0019/2016,80
A/Stockholm/6/2014,A/Hong Kong/656/2018,160
A/Hong Kong/5738/2014,A/Hong Kong/656/2018,320
A/Bretagne/1413/2017,A/Hong Kong/656/2018,1280
A/Singapore/INFIMH-16-0019/2016,A/Hong Kong/656/2018,80
A/Hong Kong/656/2018,A/Hong Kong/656/2018,2560
A/Switzerland/8060/2017,A/Hong Kong/656/2018,1280
A/Norway/2620/2018,A/Hong Kong/656/2018,*
A/England/538/2018,A/Hong Kong/656/2018,80
A/Beijing-Huairou/1557/2018,A/Hong Kong/656/2018,40
A/Guizhou-Nanming/1958/2018,A/Hong Kong/656/2018,160
A/Stockholm/6/2014,A/La Rioja/2202/2018,160
A/Hong Kong/5738/2014,A/La Rioja/2202/2018,160
A/Bretagne/1413/2017,A/La Rioja/2202/2018,160
A/Singapore/INFIMH-16-0019/2016,A/La Rioja/2202/2018,320
A/Hong Kong/656/2018,A/La Rioja/2202/2018,640
A/Switzerland/8060/2017,A/La Rioja/2202/2018,160
A/Norway/2620/2018,A/La Rioja/2202/2018,*
A/England/538/2018,A/La Rioja/2202/2018,<40
A/Beijing-Huairou/1557/2018,A/La Rioja/2202/2018,160
A/Guizhou-Nanming/1958/2018,A/La Rioja/2202/2018,80
A/Stockholm/6/2014,A/Switzerland/8060/2017,320
A/Hong Kong/5738/2014,A/Switzerland/8060/2017,320
A/Bretagne/1413/2017,A/Switzerland/8060/2017,1280
A/Singapore/INFIMH-16-0019/2016,A/Switzerland/8060/2017,160
A/Hong Kong/656/2018,A/Switzerland/8060/2017,2560
A/Switzerland/8060/2017,A/Switzerland/8060/2017,1280
A/Norway/2620/2018,A/Switzerland/8060/2017,*
A/England/538/2018,A/Switzerland/8060/2017,40
A/Beijing-Huairou/1557/2018,A/Switzerland/8060/2017,80
A/Guizhou-Nanming/1958/2018,A/Switzerland/8060/2017,160
A/Stockholm/6/2014,A/Norway/2516/2018,160
A/Hong Kong/5738/2014,A/Norway/2516/2018,160
A/Bretagne/1413/2017,A/Norway/2516/2018,160
A/Singapore/INFIMH-16-0019/2016,A/Norway/2516/2018,80
A/Hong Kong/656/2018,A/Norway/2516/2018,320
A/Switzerland/8060/2017,A/Norway/2516/2018,80
A/Norway/2620/2018,A/Norway/2516/2018,*
A/England/538/2018,A/Norway/2516/2018,160
A/Beijing-Huairou/1557/2018,A/Norway/2516/2018,<40
A/Guizhou-Nanming/1958/2018,A/Norway/2516/2018,40
A/Stockholm/6/2014,A/Norway/2620/2018,160
A/Hong Kong/5738/2014,A/Norway/2620/2018,80
A/Bretagne/1413/2017,A/Norway/2620/2018,80
A/Singapore/INFIMH-16-0019/2016,A/Norway/2620/2018,160
A/Hong Kong/656/2018,A/Norway/2620/2018,160
A/Switzerland/8060/2017,A/Norway/2620/2018,160
A/Norway/2620/2018,A/Norway/2620/2018,320
A/England/538/2018,A/Norway/2620/2018,80
A/Beijing-Huairou/1557/2018,A/Norway/2620/2018,80
A/Guizhou-Nanming/1958/2018,A/Norway/2620/2018,40
A/Stockholm/6/2014,A/England/538/2018,160
A/Hong Kong/5738/2014,A/England/538/2018,80
A/Bretagne/1413/2017,A/England/538/2018,80
A/Singapore/INFIMH-16-0019/2016,A/England/538/2018,160
A/Hong Kong/656/2018,A/England/538/2018,320
A/Switzerland/8060/2017,A/England/538/2018,160
A/Norway/2620/2018,A/England/538/2018,*
A/England/538/2018,A/England/538/2018,320
A/Beijing-Huairou/1557/2018,A/England/538/2018,40
A/Guizhou-Nanming/1958/2018,A/England/538/2018,40
A/Stockholm/6/2014,A/Hong Kong/675/2018,160
A/Hong Kong/5738/2014,A/Hong Kong/675/2018,160
A/Bretagne/1413/2017,A/Hong Kong/675/2018,160
A/Singapore/INFIMH-16-0019/2016,A/Hong Kong/675/2018,160
A/Hong Kong/656/2018,A/Hong Kong/675/2018,640
A/Switzerland/8060/2017,A/Hong Kong/675/2018,160
A/Norway/2620/2018,A/Hong Kong/675/2018,*
A/England/538/2018,A/Hong Kong/675/2018,80
A/Beijing-Huairou/1557/2018,A/Hong Kong/675/2018,40
A/Guizhou-Nanming/1958/2018,A/Hong Kong/675/2018,40
A/Stockholm/6/2014,A/Stockholm/6/2014,320
A/Hong Kong/5738/2014,A/Stockholm/6/2014,40
A/Bretagne/1413/2017,A/Stockholm/6/2014,160
A/Singapore/INFIMH-16-0019/2016,A/Stockholm/6/2014,40
A/Hong Kong/656/2018,A/Stockholm/6/2014,320
A/Switzerland/8060/2017,A/Stockholm/6/2014,40
A/Kanagawa/IC1618/2017,A/Stockholm/6/2014,<40
A/Kanagawa/AC1624/2017,A/Stockholm/6/2014,160
