Test Virus,Reference Virus,Titre
A/Thuringen/10/2022,A/Thuringen/10/2022,160
A/Switzerland/28719/2022,A/Thuringen/10/2022,160
A/Stockholm/5/2021,A/Thuringen/10/2022,80
A/Darwin/9/2021,A/Thuringen/10/2022,160
A/Catalonia/NSVH161512067/2022,A/Thuringen/10/2022,40
A/Albania/289813/2022,A/Thuringen/10/2022,160
A/Brandenburg/15/2022,A/Thuringen/10/2022,320
A/Massachusetts/18/2022,A/Thuringen/10/2022,80
A/California/122/2022,A/Thuringen/10/2022,160
A/Thailand/08/2022,A/Thuringen/10/2022,160
A/Thailand (A/Thailand/08,A/Thuringen/10/2022,80
A/Catalonia/NSVH102155361/2023,A/Thuringen/10/2022,80
A/Catalonia/NSVH102156229/2023,A/Thuringen/10/2022,80
A/Catalonia/NSVH102156515/2023,A/Thuringen/10/2022,80
A/Catalonia/NSVH160871625/2023,A/Thuringen/10/2022,80
A/Catalonia/NSVH151040742/2023,A/Thuringen/10/2022,80
A/Catalonia/NSVH102158148/2023,A/Thuringen/10/2022,160
A/Catalonia/NSVH102161296/2023,A/Thuringen/10/2022,80
A/Catalonia/NSVH102165041/2023,A/Thuringen/10/2022,160
A/Thuringen/10/2022,A/Switzerland/28719/2022,640
A/Switzerland/28719/2022,A/Switzerland/28719/2022,1280
A/Stockholm/5/2021,A/Switzerland/28719/2022,160
A/Darwin/9/2021,A/Switzerland/28719/2022,640
A/Catalonia/NSVH161512067/2022,A/Switzerland/28719/2022,320
A/Albania/289813/2022,A/Switzerland/28719/2022,640
A/Brandenburg/15/2022,A/Switzerland/28719/2022,1280
A/Massachusetts/18/2022,A/Switzerland/28719/2022,640
A/California/122/2022,A/Switzerland/28719/2022,640
A/Thailand/08/2022,A/Switzerland/28719/2022,640
A/Thailand (A/Thailand/08,A/Switzerland/28719/2022,640
A/Catalonia/NSVH102155361/2023,A/Switzerland/28719/2022,320
A/Catalonia/NSVH102156229/2023,A/Switzerland/28719/2022,320
A/Catalonia/NSVH102156515/2023,A/Switzerland/28719/2022,640
A/Catalonia/NSVH160871625/2023,A/Switzerland/28719/2022,320
A/Catalonia/NSVH151040742/2023,A/Switzerland/28719/2022,320
A/Catalonia/NSVH102158148/2023,A/Switzerland/28719/2022,640
A/Catalonia/NSVH102161296/2023,A/Switzerland/28719/2022,320
A/Catalonia/NSVH102165041/2023,A/Switzerland/28719/2022,640
