Test Virus,Reference Virus,Titre
A/Texas/50/2012,A/Texas/50/2012,5120
A/Samara/73/2013,A/Texas/50/2012,1280
A/Stockholm/6/2014,A/Texas/50/2012,40
A/Stockholm/6/2014,A/Texas/50/2012,640
A/Switzerland/9715293/2013,A/Texas/50/2012,40
A/Switzerland/9715293/2013,A/Texas/50/2012,320
A/Hong Kong/5738/2014,A/Texas/50/2012,80
A/Hong Kong/4801/2014,A/Texas/50/2012,160
A/Hong Kong/4801/2014,A/Texas/50/2012,40
A/Georgia/532/2015,A/Texas/50/2012,160
A/Kurgan/24/2016,A/Texas/50/2012,40
A/Novosibirsk/5288/2016,A/Texas/50/2012,160
A/Gorno-Altaysk/1/2016,A/Texas/50/2012,160
A/Luxembourg/63722/2016,A/Texas/50/2012,80
A/Omsk/4174/2016,A/Texas/50/2012,40
A/Armenia/2363/2016,A/Texas/50/2012,<40
A/Ireland/00098/2016,A/Texas/50/2012,40
A/Ireland/86110/2016,A/Texas/50/2012,<40
A/Ireland/00492/2017,A/Texas/50/2012,40
A/Texas/50/2012,A/Samara/73/2013,640
A/Samara/73/2013,A/Samara/73/2013,640
A/Stockholm/6/2014,A/Samara/73/2013,40
A/Stockholm/6/2014,A/Samara/73/2013,80
A/Switzerland/9715293/2013,A/Samara/73/2013,40
A/Switzerland/9715293/2013,A/Samara/73/2013,160
A/Hong Kong/5738/2014,A/Samara/73/2013,80
A/Hong Kong/4801/2014,A/Samara/73/2013,80
A/Hong Kong/4801/2014,A/Samara/73/2013,80
A/Georgia/532/2015,A/Samara/73/2013,80
A/Kurgan/24/2016,A/Samara/73/2013,40
A/Novosibirsk/5288/2016,A/Samara/73/2013,160
A/Gorno-Altaysk/1/2016,A/Samara/73/2013,160
A/Luxembourg/63722/2016,A/Samara/73/2013,40
A/Omsk/4174/2016,A/Samara/73/2013,40
A/Armenia/2363/2016,A/Samara/73/2013,<40
A/Ireland/00098/2016,A/Samara/73/2013,40
A/Ireland/86110/2016,A/Samara/73/2013,<40
A/Ireland/00492/2017,A/Samara/73/2013,40
A/Texas/50/2012,A/Stockholm/6/2014,160
A/Samara/73/2013,A/Stockholm/6/2014,320
A/Stockholm/6/2014,A/Stockholm/6/2014,320
A/Stockholm/6/2014,A/Stockholm/6/2014,160
A/Switzerland/9715293/2013,A/Stockholm/6/2014,160
A/Switzerland/9715293/2013,A/Stockholm/6/2014,160
A/Hong Kong/5738/2014,A/Stockholm/6/2014,160
A/Hong Kong/4801/2014,A/Stockholm/6/2014,320
A/Hong Kong/4801/2014,A/Stockholm/6/2014,40
A/Georgia/532/2015,A/Stockholm/6/2014,320
A/Kurgan/24/2016,A/Stockholm/6/2014,80
A/Novosibirsk/5288/2016,A/Stockholm/6/2014,320
A/Gorno-Altaysk/1/2016,A/Stockholm/6/2014,320
A/Luxembourg/63722/2016,A/Stockholm/6/2014,320
A/Omsk/4174/2016,A/Stockholm/6/2014,160
A/Armenia/2363/2016,A/Stockholm/6/2014,160
A/Ireland/00098/2016,A/Stockholm/6/2014,320
A/Ireland/86110/2016,A/Stockholm/6/2014,40
A/Ireland/00492/2017,A/Stockholm/6/2014,80
A/Texas/50/2012,A/Stockholm/6/2014,640
A/Samara/73/2013,A/Stockholm/6/2014,320
A/Stockholm/6/2014,A/Stockholm/6/2014,160
A/Stockholm/6/2014,A/Stockholm/6/2014,320
A/Switzerland/9715293/2013,A/Stockholm/6/2014,160
A/Switzerland/9715293/2013,A/Stockholm/6/2014,320
A/Hong Kong/5738/2014,A/Stockholm/6/2014,160
A/Hong Kong/4801/2014,A/Stockholm/6/2014,160
A/Hong Kong/4801/2014,A/Stockholm/6/2014,40
A/Georgia/532/2015,A/Stockholm/6/2014,160
A/Kurgan/24/2016,A/Stockholm/6/2014,80
A/Novosibirsk/5288/2016,A/Stockholm/6/2014,160
A/Gorno-Altaysk/1/2016,A/Stockholm/6/2014,160
A/Luxembourg/63722/2016,A/Stockholm/6/2014,80
A/Omsk/4174/2016,A/Stockholm/6/2014,80
A/Armenia/2363/2016,A/Stockholm/6/2014,80
A/Ireland/00098/2016,A/Stockholm/6/2014,160
A/Ireland/86110/2016,A/Stockholm/6/2014,40
A/Ireland/00492/2017,A/Stockholm/6/2014,80
A/Texas/50/2012,A/Switzerland/9715293/2013,80
A/Samara/73/2013,A/Switzerland/9715293/2013,80
A/Stockholm/6/2014,A/Switzerland/9715293/2013,80
A/Stockholm/6/2014,A/Switzerland/9715293/2013,40
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,160
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,40
A/Hong Kong/5738/2014,A/Switzerland/9715293/2013,80
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,160
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,40
A/Georgia/532/2015,A/Switzerland/9715293/2013,80
A/Kurgan/24/2016,A/Switzerland/9715293/2013,40
A/Novosibirsk/5288/2016,A/Switzerland/9715293/2013,160
A/Gorno-Altaysk/1/2016,A/Switzerland/9715293/2013,160
A/Luxembourg/63722/2016,A/Switzerland/9715293/2013,160
A/Omsk/4174/2016,A/Switzerland/9715293/2013,80
A/Armenia/2363/2016,A/Switzerland/9715293/2013,80
A/Ireland/00098/2016,A/Switzerland/9715293/2013,80
A/Ireland/86110/2016,A/Switzerland/9715293/2013,<40
A/Ireland/00492/2017,A/Switzerland/9715293/2013,40
A/Texas/50/2012,A/Switzerland/9715293/2013,640
A/Samara/73/2013,A/Switzerland/9715293/2013,320
A/Stockholm/6/2014,A/Switzerland/9715293/2013,80
A/Stockholm/6/2014,A/Switzerland/9715293/2013,640
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,80
A/Switzerland/9715293/2013,A/Switzerland/9715293/2013,640
A/Hong Kong/5738/2014,A/Switzerland/9715293/2013,80
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,160
A/Hong Kong/4801/2014,A/Switzerland/9715293/2013,40
A/Georgia/532/2015,A/Switzerland/9715293/2013,80
A/Kurgan/24/2016,A/Switzerland/9715293/2013,40
A/Novosibirsk/5288/2016,A/Switzerland/9715293/2013,160
A/Gorno-Altaysk/1/2016,A/Switzerland/9715293/2013,80
A/Luxembourg/63722/2016,A/Switzerland/9715293/2013,40
A/Omsk/4174/2016,A/Switzerland/9715293/2013,40
A/Armenia/2363/2016,A/Switzerland/9715293/2013,<40
A/Ireland/00098/2016,A/Switzerland/9715293/2013,80
A/Ireland/86110/2016,A/Switzerland/9715293/2013,<40
A/Ireland/00492/2017,A/Switzerland/9715293/2013,40
A/Texas/50/2012,A/Hong Kong/5738/2014,160
A/Samara/73/2013,A/Hong Kong/5738/2014,320
A/Stockholm/6/2014,A/Hong Kong/5738/2014,160
A/Stockholm/6/2014,A/Hong Kong/5738/2014,160
A/Switzerland/9715293/2013,A/Hong Kong/5738/2014,80
A/Switzerland/9715293/2013,A/Hong Kong/5738/2014,160
A/Hong Kong/5738/2014,A/Hong Kong/5738/2014,160
A/Hong Kong/4801/2014,A/Hong Kong/5738/2014,320
A/Hong Kong/4801/2014,A/Hong Kong/5738/2014,160
A/Georgia/532/2015,A/Hong Kong/5738/2014,320
A/Kurgan/24/2016,A/Hong Kong/5738/2014,80
A/Novosibirsk/5288/2016,A/Hong Kong/5738/2014,160
A/Gorno-Altaysk/1/2016,A/Hong Kong/5738/2014,320
A/Luxembourg/63722/2016,A/Hong Kong/5738/2014,160
A/Omsk/4174/2016,A/Hong Kong/5738/2014,80
A/Armenia/2363/2016,A/Hong Kong/5738/2014,80
A/Ireland/00098/2016,A/Hong Kong/5738/2014,80
A/Ireland/86110/2016,A/Hong Kong/5738/2014,40
A/Ireland/00492/2017,A/Hong Kong/5738/2014,80
A/Texas/50/2012,A/Hong Kong/4801/2014,640
A/Samara/73/2013,A/Hong Kong/4801/2014,640
A/Stockholm/6/2014,A/Hong Kong/4801/2014,160
A/Stockholm/6/2014,A/Hong Kong/4801/2014,320
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,160
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,160
A/Hong Kong/5738/2014,A/Hong Kong/4801/2014,320
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,640
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,320
A/Georgia/532/2015,A/Hong Kong/4801/2014,320
A/Kurgan/24/2016,A/Hong Kong/4801/2014,160
A/Novosibirsk/5288/2016,A/Hong Kong/4801/2014,640
A/Gorno-Altaysk/1/2016,A/Hong Kong/4801/2014,320
A/Luxembourg/63722/2016,A/Hong Kong/4801/2014,160
A/Omsk/4174/2016,A/Hong Kong/4801/2014,160
A/Armenia/2363/2016,A/Hong Kong/4801/2014,160
A/Ireland/00098/2016,A/Hong Kong/4801/2014,80
A/Ireland/86110/2016,A/Hong Kong/4801/2014,160
A/Ireland/00492/2017,A/Hong Kong/4801/2014,160
A/Texas/50/2012,A/Hong Kong/4801/2014,80
A/Samara/73/2013,A/Hong Kong/4801/2014,80
A/Stockholm/6/2014,A/Hong Kong/4801/2014,40
A/Stockholm/6/2014,A/Hong Kong/4801/2014,40
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,40
A/Switzerland/9715293/2013,A/Hong Kong/4801/2014,40
A/Hong Kong/5738/2014,A/Hong Kong/4801/2014,160
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,160
A/Hong Kong/4801/2014,A/Hong Kong/4801/2014,160
A/Georgia/532/2015,A/Hong Kong/4801/2014,160
A/Kurgan/24/2016,A/Hong Kong/4801/2014,80
A/Novosibirsk/5288/2016,A/Hong Kong/4801/2014,320
A/Gorno-Altaysk/1/2016,A/Hong Kong/4801/2014,320
A/Luxembourg/63722/2016,A/Hong Kong/4801/2014,80
A/Omsk/4174/2016,A/Hong Kong/4801/2014,80
A/Armenia/2363/2016,A/Hong Kong/4801/2014,80
A/Ireland/00098/2016,A/Hong Kong/4801/2014,40
A/Ireland/86110/2016,A/Hong Kong/4801/2014,40
A/Ireland/00492/2017,A/Hong Kong/4801/2014,80
A/Texas/50/2012,A/Georgia/532/2015,160
A/Samara/73/2013,A/Georgia/532/2015,320
A/Stockholm/6/2014,A/Georgia/532/2015,80
A/Stockholm/6/2014,A/Georgia/532/2015,80
A/Switzerland/9715293/2013,A/Georgia/532/2015,80
A/Switzerland/9715293/2013,A/Georgia/532/2015,160
A/Hong Kong/5738/2014,A/Georgia/532/2015,160
A/Hong Kong/4801/2014,A/Georgia/532/2015,320
A/Hong Kong/4801/2014,A/Georgia/532/2015,320
A/Georgia/532/2015,A/Georgia/532/2015,1280
A/Kurgan/24/2016,A/Georgia/532/2015,160
A/Novosibirsk/5288/2016,A/Georgia/532/2015,320
A/Gorno-Altaysk/1/2016,A/Georgia/532/2015,320
A/Luxembourg/63722/2016,A/Georgia/532/2015,160
A/Omsk/4174/2016,A/Georgia/532/2015,80
A/Armenia/2363/2016,A/Georgia/532/2015,80
A/Ireland/00098/2016,A/Georgia/532/2015,80
A/Ireland/86110/2016,A/Georgia/532/2015,40
A/Ireland/00492/2017,A/Georgia/532/2015,160
A/Texas/50/2012,A/Oman/2585/2016,160
A/Samara/73/2013,A/Oman/2585/2016,320
A/Stockholm/6/2014,A/Oman/2585/2016,160
A/Stockholm/6/2014,A/Oman/2585/2016,160
A/Switzerland/9715293/2013,A/Oman/2585/2016,160
A/Switzerland/9715293/2013,A/Oman/2585/2016,160
A/Hong Kong/5738/2014,A/Oman/2585/2016,320
A/Hong Kong/4801/2014,A/Oman/2585/2016,640
A/Hong Kong/4801/2014,A/Oman/2585/2016,320
A/Georgia/532/2015,A/Oman/2585/2016,320
A/Kurgan/24/2016,A/Oman/2585/2016,80
A/Novosibirsk/5288/2016,A/Oman/2585/2016,320
A/Gorno-Altaysk/1/2016,A/Oman/2585/2016,320
A/Luxembourg/63722/2016,A/Oman/2585/2016,320
A/Omsk/4174/2016,A/Oman/2585/2016,160
A/Armenia/2363/2016,A/Oman/2585/2016,160
A/Ireland/00098/2016,A/Oman/2585/2016,80
A/Ireland/86110/2016,A/Oman/2585/2016,80
A/Ireland/00492/2017,A/Oman/2585/2016,160
A/Texas/50/2012,A/Norway/4436/2016,320
A/Samara/73/2013,A/Norway/4436/2016,640
A/Stockholm/6/2014,A/Norway/4436/2016,160
A/Stockholm/6/2014,A/Norway/4436/2016,320
A/Switzerland/9715293/2013,A/Norway/4436/2016,160
A/Switzerland/9715293/2013,A/Norway/4436/2016,320
A/Hong Kong/5738/2014,A/Norway/4436/2016,320
A/Hong Kong/4801/2014,A/Norway/4436/2016,320
A/Hong Kong/4801/2014,A/Norway/4436/2016,160
A/Georgia/532/2015,A/Norway/4436/2016,320
A/Kurgan/24/2016,A/Norway/4436/2016,160
A/Novosibirsk/5288/2016,A/Norway/4436/2016,640
A/Gorno-Altaysk/1/2016,A/Norway/4436/2016,640
A/Luxembourg/63722/2016,A/Norway/4436/2016,320
A/Omsk/4174/2016,A/Norway/4436/2016,160
A/Armenia/2363/2016,A/Norway/4436/2016,160
A/Ireland/00098/2016,A/Norway/4436/2016,80
A/Ireland/86110/2016,A/Norway/4436/2016,80
A/Ireland/00492/2017,A/Norway/4436/2016,160
A/Texas/50/2012,A/Texas/50/2012,5120
A/Samara/73/2013,A/Texas/50/2012,1280
A/Stockholm/6/2014,A/Texas/50/2012,40
A/Stockholm/6/2014,A/Texas/50/2012,640
A/Switzerland/9715293/2013,A/Texas/50/2012,40
A/Switzerland/9715293/2013,A/Texas/50/2012,320
A/Hong Kong/5738/2014,A/Texas/50/2012,80
A/Hong Kong/4801/2014,A/Texas/50/2012,160
A/Hong Kong/4801/2014,A/Texas/50/2012,40
