main_matrix_name,aux_matrix_name,rmse
OVEJ920104.csv,KOSJ950101.csv,1.1849
OVEJ920104.csv,KOSJ950113.csv,1.1805
OVEJ920104.csv,MOHR870101.csv,1.1798
OVEJ920104.csv,NAOD960101.csv,1.1790
OVEJ920104.csv,RUSR970103.csv,1.1822
OVEJ920104.csv,PRLA000101.csv,1.1798
OVEJ920104.csv,BENS940102.csv,1.1863
OVEJ920104.csv,LEVJ860101.csv,1.1759
OVEJ920104.csv,QU_C930101.csv,1.1824
OVEJ920104.csv,VOGG950101.csv,1.1819
OVEJ920104.csv,LUTR910106.csv,1.1824
OVEJ920104.csv,HENS920101.csv,1.1781
OVEJ920104.csv,KOSJ950102.csv,1.1829
OVEJ920104.csv,FEND850101.csv,1.1817
OVEJ920104.csv,MCLA710101.csv,1.1806
OVEJ920104.csv,QU_C930103.csv,1.1842
OVEJ920104.csv,JOHM930101.csv,1.1800
OVEJ920104.csv,MUET020101.csv,1.1754
OVEJ920104.csv,LUTR910105.csv,1.1809
OVEJ920104.csv,OVEJ920105.csv,1.1849
OVEJ920104.csv,LUTR910104.csv,1.1732
OVEJ920104.csv,BENS940104.csv,1.1797
OVEJ920104.csv,HENS920103.csv,1.1796
OVEJ920104.csv,BENS940101.csv,1.1841
OVEJ920104.csv,RUSR970102.csv,1.1814
OVEJ920104.csv,JOND940101.csv,1.1853
OVEJ920104.csv,FITW660101.csv,1.1800
OVEJ920104.csv,PRLA000102.csv,1.1764
OVEJ920104.csv,CROG050101.csv,1.1785
OVEJ920104.csv,MCLA720101.csv,1.1819
OVEJ920104.csv,DOSZ010102.csv,1.1851
OVEJ920104.csv,NGPC000101.csv,1.1853
OVEJ920104.csv,DOSZ010101.csv,1.1781
OVEJ920104.csv,QU_C930102.csv,1.1802
OVEJ920104.csv,GRAR740104.csv,1.1858
OVEJ920104.csv,CSEM940101.csv,1.1782
OVEJ920104.csv,WEIL970101.csv,1.1804
OVEJ920104.csv,GONG920101.csv,1.1822
OVEJ920104.csv,NIEK910101.csv,1.1791
OVEJ920104.csv,JOND920103.csv,1.1838
OVEJ920104.csv,KOSJ950109.csv,1.1823
OVEJ920104.csv,DOSZ010104.csv,1.1816
OVEJ920104.csv,AZAE970102.csv,1.1812
OVEJ920104.csv,LUTR910103.csv,1.1772
OVEJ920104.csv,KOSJ950108.csv,1.1818
OVEJ920104.csv,KOSJ950105.csv,1.1822
OVEJ920104.csv,RUSR970101.csv,1.1856
OVEJ920104.csv,NIEK910102.csv,1.1793
OVEJ920104.csv,OVEJ920101.csv,1.1765
OVEJ920104.csv,HENS920104.csv,1.1828
OVEJ920104.csv,OGAK980101.csv,1.1802
OVEJ920104.csv,MEHP950102.csv,1.1860
OVEJ920104.csv,LUTR910101.csv,1.1779
OVEJ920104.csv,MUET010101.csv,1.1857
OVEJ920104.csv,DAYM780301.csv,1.1841
OVEJ920104.csv,BENS940103.csv,1.1857
OVEJ920104.csv,TUDE900101.csv,1.1785
OVEJ920104.csv,RIER950101.csv,1.1856
OVEJ920104.csv,KOSJ950110.csv,1.1806
OVEJ920104.csv,LUTR910102.csv,1.1825
OVEJ920104.csv,KOSJ950106.csv,1.1788
OVEJ920104.csv,KOSJ950111.csv,1.1868
OVEJ920104.csv,MIYT790101.csv,1.1832
OVEJ920104.csv,RISJ880101.csv,1.1819
OVEJ920104.csv,WEIL970102.csv,1.1874
OVEJ920104.csv,MUET020102.csv,1.1805
OVEJ920104.csv,KOSJ950104.csv,1.1811
OVEJ920104.csv,KOSJ950103.csv,1.1856
OVEJ920104.csv,DOSZ010103.csv,1.1779
OVEJ920104.csv,QUIB020101.csv,1.1826
OVEJ920104.csv,BLAJ010101.csv,1.1821
OVEJ920104.csv,MIYS930101.csv,1.1827
OVEJ920104.csv,KOSJ950114.csv,1.1803
OVEJ920104.csv,HENS920102.csv,1.1788
OVEJ920104.csv,ALTS910101.csv,1.1821
OVEJ920104.csv,LINK010101.csv,1.1779
OVEJ920104.csv,KAPO950101.csv,1.1825
OVEJ920104.csv,LUTR910109.csv,1.1814
OVEJ920104.csv,AZAE970101.csv,1.1813
OVEJ920104.csv,DAYM780302.csv,1.1801
OVEJ920104.csv,OVEJ920103.csv,1.1789
OVEJ920104.csv,KOLA920101.csv,1.1812
OVEJ920104.csv,KOSJ950112.csv,1.1756
OVEJ920104.csv,LUTR910107.csv,1.1801
OVEJ920104.csv,KOSJ950107.csv,1.1829
OVEJ920104.csv,KANM000101.csv,1.1794
OVEJ920104.csv,OVEJ920102.csv,1.1809
OVEJ920104.csv,KOSJ950115.csv,1.1818
OVEJ920104.csv,LUTR910108.csv,1.1751
OVEJ920104.csv,GEOD900101.csv,1.2044
OVEJ920104.csv,GIAG010101.csv,1.1766
KOSJ950115.csv,KOSJ950101.csv,1.1822
KOSJ950115.csv,KOSJ950113.csv,1.1833
KOSJ950115.csv,MOHR870101.csv,1.1862
KOSJ950115.csv,NAOD960101.csv,1.1830
KOSJ950115.csv,RUSR970103.csv,1.1892
KOSJ950115.csv,PRLA000101.csv,1.1812
KOSJ950115.csv,BENS940102.csv,1.1864
KOSJ950115.csv,LEVJ860101.csv,1.1805
KOSJ950115.csv,QU_C930101.csv,1.1869
KOSJ950115.csv,VOGG950101.csv,1.1872
KOSJ950115.csv,LUTR910106.csv,1.1873
KOSJ950115.csv,HENS920101.csv,1.1848
KOSJ950115.csv,KOSJ950102.csv,1.1820
KOSJ950115.csv,FEND850101.csv,1.1806
KOSJ950115.csv,MCLA710101.csv,1.1870
KOSJ950115.csv,QU_C930103.csv,1.1890
KOSJ950115.csv,JOHM930101.csv,1.1868
KOSJ950115.csv,MUET020101.csv,1.1878
KOSJ950115.csv,LUTR910105.csv,1.1822
KOSJ950115.csv,OVEJ920105.csv,1.1754
KOSJ950115.csv,LUTR910104.csv,1.1803
KOSJ950115.csv,BENS940104.csv,1.1868
KOSJ950115.csv,HENS920103.csv,1.1854
KOSJ950115.csv,BENS940101.csv,1.1834
KOSJ950115.csv,RUSR970102.csv,1.1847
KOSJ950115.csv,JOND940101.csv,1.1845
KOSJ950115.csv,FITW660101.csv,1.1830
KOSJ950115.csv,PRLA000102.csv,1.1794
KOSJ950115.csv,CROG050101.csv,1.1834
KOSJ950115.csv,MCLA720101.csv,1.1842
KOSJ950115.csv,DOSZ010102.csv,1.1804
KOSJ950115.csv,NGPC000101.csv,1.1833
KOSJ950115.csv,DOSZ010101.csv,1.1786
KOSJ950115.csv,QU_C930102.csv,1.1913
KOSJ950115.csv,GRAR740104.csv,1.1867
KOSJ950115.csv,CSEM940101.csv,1.1843
KOSJ950115.csv,WEIL970101.csv,1.1791
KOSJ950115.csv,GONG920101.csv,1.1872
KOSJ950115.csv,NIEK910101.csv,1.1843
KOSJ950115.csv,JOND920103.csv,1.1861
KOSJ950115.csv,KOSJ950109.csv,1.1888
KOSJ950115.csv,DOSZ010104.csv,1.1820
KOSJ950115.csv,AZAE970102.csv,1.1816
KOSJ950115.csv,LUTR910103.csv,1.1785
KOSJ950115.csv,KOSJ950108.csv,1.1893
KOSJ950115.csv,KOSJ950105.csv,1.1835
KOSJ950115.csv,RUSR970101.csv,1.1876
KOSJ950115.csv,NIEK910102.csv,1.1824
KOSJ950115.csv,OVEJ920101.csv,1.1859
KOSJ950115.csv,HENS920104.csv,1.1857
KOSJ950115.csv,OGAK980101.csv,1.1880
KOSJ950115.csv,MEHP950102.csv,1.1844
KOSJ950115.csv,LUTR910101.csv,1.1790
KOSJ950115.csv,MUET010101.csv,1.1798
KOSJ950115.csv,DAYM780301.csv,1.1837
KOSJ950115.csv,BENS940103.csv,1.1853
KOSJ950115.csv,TUDE900101.csv,1.1803
KOSJ950115.csv,RIER950101.csv,1.1912
KOSJ950115.csv,KOSJ950110.csv,1.1855
KOSJ950115.csv,OVEJ920104.csv,1.1762
KOSJ950115.csv,LUTR910102.csv,1.1874
KOSJ950115.csv,KOSJ950106.csv,1.1872
KOSJ950115.csv,KOSJ950111.csv,1.1811
KOSJ950115.csv,MIYT790101.csv,1.1851
KOSJ950115.csv,RISJ880101.csv,1.1834
KOSJ950115.csv,WEIL970102.csv,1.1901
KOSJ950115.csv,MUET020102.csv,1.1903
KOSJ950115.csv,KOSJ950104.csv,1.1824
KOSJ950115.csv,KOSJ950103.csv,1.1809
KOSJ950115.csv,DOSZ010103.csv,1.1830
KOSJ950115.csv,QUIB020101.csv,1.1856
KOSJ950115.csv,BLAJ010101.csv,1.1876
KOSJ950115.csv,MIYS930101.csv,1.1922
KOSJ950115.csv,KOSJ950114.csv,1.1804
KOSJ950115.csv,HENS920102.csv,1.1865
KOSJ950115.csv,ALTS910101.csv,1.1869
KOSJ950115.csv,LINK010101.csv,1.1773
KOSJ950115.csv,KAPO950101.csv,1.1812
KOSJ950115.csv,LUTR910109.csv,1.1847
KOSJ950115.csv,AZAE970101.csv,1.1824
KOSJ950115.csv,DAYM780302.csv,1.1857
KOSJ950115.csv,OVEJ920103.csv,1.1863
KOSJ950115.csv,KOLA920101.csv,1.1822
KOSJ950115.csv,KOSJ950112.csv,1.1831
KOSJ950115.csv,LUTR910107.csv,1.1793
KOSJ950115.csv,KOSJ950107.csv,1.1882
KOSJ950115.csv,KANM000101.csv,1.1854
KOSJ950115.csv,OVEJ920102.csv,1.1792
KOSJ950115.csv,LUTR910108.csv,1.1804
KOSJ950115.csv,GEOD900101.csv,1.2017
KOSJ950115.csv,GIAG010101.csv,1.1758
KOSJ950113.csv,KOSJ950101.csv,1.1880
KOSJ950113.csv,MOHR870101.csv,1.1839
KOSJ950113.csv,NAOD960101.csv,1.1841
KOSJ950113.csv,RUSR970103.csv,1.1877
KOSJ950113.csv,PRLA000101.csv,1.1787
KOSJ950113.csv,BENS940102.csv,1.1851
KOSJ950113.csv,LEVJ860101.csv,1.1795
KOSJ950113.csv,QU_C930101.csv,1.1866
KOSJ950113.csv,VOGG950101.csv,1.1855
KOSJ950113.csv,LUTR910106.csv,1.1848
KOSJ950113.csv,HENS920101.csv,1.1821
KOSJ950113.csv,KOSJ950102.csv,1.1836
KOSJ950113.csv,FEND850101.csv,1.1798
KOSJ950113.csv,MCLA710101.csv,1.1859
KOSJ950113.csv,QU_C930103.csv,1.1832
KOSJ950113.csv,JOHM930101.csv,1.1845
KOSJ950113.csv,MUET020101.csv,1.1874
KOSJ950113.csv,LUTR910105.csv,1.1803
KOSJ950113.csv,OVEJ920105.csv,1.1764
KOSJ950113.csv,LUTR910104.csv,1.1785
KOSJ950113.csv,BENS940104.csv,1.1889
KOSJ950113.csv,HENS920103.csv,1.1818
KOSJ950113.csv,BENS940101.csv,1.1878
KOSJ950113.csv,RUSR970102.csv,1.1871
KOSJ950113.csv,JOND940101.csv,1.1842
KOSJ950113.csv,FITW660101.csv,1.1832
KOSJ950113.csv,PRLA000102.csv,1.1846
KOSJ950113.csv,CROG050101.csv,1.1781
KOSJ950113.csv,MCLA720101.csv,1.1821
KOSJ950113.csv,DOSZ010102.csv,1.1794
KOSJ950113.csv,NGPC000101.csv,1.1780
KOSJ950113.csv,DOSZ010101.csv,1.1793
KOSJ950113.csv,QU_C930102.csv,1.1862
KOSJ950113.csv,GRAR740104.csv,1.1868
KOSJ950113.csv,CSEM940101.csv,1.1841
KOSJ950113.csv,WEIL970101.csv,1.1832
KOSJ950113.csv,GONG920101.csv,1.1855
KOSJ950113.csv,NIEK910101.csv,1.1826
KOSJ950113.csv,JOND920103.csv,1.1855
KOSJ950113.csv,KOSJ950109.csv,1.1847
KOSJ950113.csv,DOSZ010104.csv,1.1827
KOSJ950113.csv,AZAE970102.csv,1.1808
KOSJ950113.csv,LUTR910103.csv,1.1694
KOSJ950113.csv,KOSJ950108.csv,1.1955
KOSJ950113.csv,KOSJ950105.csv,1.1889
KOSJ950113.csv,RUSR970101.csv,1.1909
KOSJ950113.csv,NIEK910102.csv,1.1838
KOSJ950113.csv,OVEJ920101.csv,1.1828
KOSJ950113.csv,HENS920104.csv,1.1827
KOSJ950113.csv,OGAK980101.csv,1.1822
KOSJ950113.csv,MEHP950102.csv,1.1854
KOSJ950113.csv,LUTR910101.csv,1.1789
KOSJ950113.csv,MUET010101.csv,1.1744
KOSJ950113.csv,DAYM780301.csv,1.1856
KOSJ950113.csv,BENS940103.csv,1.1814
KOSJ950113.csv,TUDE900101.csv,1.1755
KOSJ950113.csv,RIER950101.csv,1.1916
KOSJ950113.csv,KOSJ950110.csv,1.1793
KOSJ950113.csv,OVEJ920104.csv,1.1841
KOSJ950113.csv,LUTR910102.csv,1.1864
KOSJ950113.csv,KOSJ950106.csv,1.1895
KOSJ950113.csv,KOSJ950111.csv,1.1835
KOSJ950113.csv,MIYT790101.csv,1.1889
KOSJ950113.csv,RISJ880101.csv,1.1807
KOSJ950113.csv,WEIL970102.csv,1.1880
KOSJ950113.csv,MUET020102.csv,1.1892
KOSJ950113.csv,KOSJ950104.csv,1.1833
KOSJ950113.csv,KOSJ950103.csv,1.1870
KOSJ950113.csv,DOSZ010103.csv,1.1871
KOSJ950113.csv,QUIB020101.csv,1.1858
KOSJ950113.csv,BLAJ010101.csv,1.1826
KOSJ950113.csv,MIYS930101.csv,1.1929
KOSJ950113.csv,KOSJ950114.csv,1.1826
KOSJ950113.csv,HENS920102.csv,1.1820
KOSJ950113.csv,ALTS910101.csv,1.1876
KOSJ950113.csv,LINK010101.csv,1.1733
KOSJ950113.csv,KAPO950101.csv,1.1827
KOSJ950113.csv,LUTR910109.csv,1.1836
KOSJ950113.csv,AZAE970101.csv,1.1808
KOSJ950113.csv,DAYM780302.csv,1.1848
KOSJ950113.csv,OVEJ920103.csv,1.1821
KOSJ950113.csv,KOLA920101.csv,1.1814
KOSJ950113.csv,KOSJ950112.csv,1.1839
KOSJ950113.csv,LUTR910107.csv,1.1805
KOSJ950113.csv,KOSJ950107.csv,1.1891
KOSJ950113.csv,KANM000101.csv,1.1820
KOSJ950113.csv,OVEJ920102.csv,1.1803
KOSJ950113.csv,KOSJ950115.csv,1.1853
KOSJ950113.csv,LUTR910108.csv,1.1799
KOSJ950113.csv,GEOD900101.csv,1.2039
KOSJ950113.csv,GIAG010101.csv,1.1772
OVEJ920103.csv,KOSJ950101.csv,1.1849
OVEJ920103.csv,KOSJ950113.csv,1.1826
OVEJ920103.csv,MOHR870101.csv,1.1872
OVEJ920103.csv,NAOD960101.csv,1.1817
OVEJ920103.csv,RUSR970103.csv,1.1851
OVEJ920103.csv,PRLA000101.csv,1.1817
OVEJ920103.csv,BENS940102.csv,1.1799
OVEJ920103.csv,LEVJ860101.csv,1.1850
OVEJ920103.csv,QU_C930101.csv,1.1862
OVEJ920103.csv,VOGG950101.csv,1.1844
OVEJ920103.csv,LUTR910106.csv,1.1852
OVEJ920103.csv,HENS920101.csv,1.1842
OVEJ920103.csv,KOSJ950102.csv,1.1800
OVEJ920103.csv,FEND850101.csv,1.1820
OVEJ920103.csv,MCLA710101.csv,1.1815
OVEJ920103.csv,QU_C930103.csv,1.1840
OVEJ920103.csv,JOHM930101.csv,1.1828
OVEJ920103.csv,MUET020101.csv,1.1829
OVEJ920103.csv,LUTR910105.csv,1.1823
OVEJ920103.csv,OVEJ920105.csv,1.1873
OVEJ920103.csv,LUTR910104.csv,1.1828
OVEJ920103.csv,BENS940104.csv,1.1866
OVEJ920103.csv,HENS920103.csv,1.1872
OVEJ920103.csv,BENS940101.csv,1.1865
OVEJ920103.csv,RUSR970102.csv,1.1849
OVEJ920103.csv,JOND940101.csv,1.1838
OVEJ920103.csv,FITW660101.csv,1.1855
OVEJ920103.csv,PRLA000102.csv,1.1855
OVEJ920103.csv,CROG050101.csv,1.1850
OVEJ920103.csv,MCLA720101.csv,1.1888
OVEJ920103.csv,DOSZ010102.csv,1.1847
OVEJ920103.csv,NGPC000101.csv,1.1863
OVEJ920103.csv,DOSZ010101.csv,1.1828
OVEJ920103.csv,QU_C930102.csv,1.1883
OVEJ920103.csv,GRAR740104.csv,1.1849
OVEJ920103.csv,CSEM940101.csv,1.1865
OVEJ920103.csv,WEIL970101.csv,1.1899
OVEJ920103.csv,GONG920101.csv,1.1844
OVEJ920103.csv,NIEK910101.csv,1.1857
OVEJ920103.csv,JOND920103.csv,1.1857
OVEJ920103.csv,KOSJ950109.csv,1.1881
OVEJ920103.csv,DOSZ010104.csv,1.1857
OVEJ920103.csv,AZAE970102.csv,1.1787
OVEJ920103.csv,LUTR910103.csv,1.1830
OVEJ920103.csv,KOSJ950108.csv,1.1864
OVEJ920103.csv,KOSJ950105.csv,1.1846
OVEJ920103.csv,RUSR970101.csv,1.1862
OVEJ920103.csv,NIEK910102.csv,1.1841
OVEJ920103.csv,OVEJ920101.csv,1.1820
OVEJ920103.csv,HENS920104.csv,1.1852
OVEJ920103.csv,OGAK980101.csv,1.1825
OVEJ920103.csv,MEHP950102.csv,1.1902
OVEJ920103.csv,LUTR910101.csv,1.1809
OVEJ920103.csv,MUET010101.csv,1.1888
OVEJ920103.csv,DAYM780301.csv,1.1808
OVEJ920103.csv,BENS940103.csv,1.1849
OVEJ920103.csv,TUDE900101.csv,1.1871
OVEJ920103.csv,RIER950101.csv,1.1894
OVEJ920103.csv,KOSJ950110.csv,1.1835
OVEJ920103.csv,OVEJ920104.csv,1.1814
OVEJ920103.csv,LUTR910102.csv,1.1854
OVEJ920103.csv,KOSJ950106.csv,1.1858
OVEJ920103.csv,KOSJ950111.csv,1.1856
OVEJ920103.csv,MIYT790101.csv,1.1844
OVEJ920103.csv,RISJ880101.csv,1.1871
OVEJ920103.csv,WEIL970102.csv,1.1909
OVEJ920103.csv,MUET020102.csv,1.1854
OVEJ920103.csv,KOSJ950104.csv,1.1827
OVEJ920103.csv,KOSJ950103.csv,1.1821
OVEJ920103.csv,DOSZ010103.csv,1.1870
OVEJ920103.csv,QUIB020101.csv,1.1831
OVEJ920103.csv,BLAJ010101.csv,1.1879
OVEJ920103.csv,MIYS930101.csv,1.1862
OVEJ920103.csv,KOSJ950114.csv,1.1818
OVEJ920103.csv,HENS920102.csv,1.1852
OVEJ920103.csv,ALTS910101.csv,1.1799
OVEJ920103.csv,LINK010101.csv,1.1849
OVEJ920103.csv,KAPO950101.csv,1.1887
OVEJ920103.csv,LUTR910109.csv,1.1826
OVEJ920103.csv,AZAE970101.csv,1.1823
OVEJ920103.csv,DAYM780302.csv,1.1826
OVEJ920103.csv,KOLA920101.csv,1.1853
OVEJ920103.csv,KOSJ950112.csv,1.1841
OVEJ920103.csv,LUTR910107.csv,1.1782
OVEJ920103.csv,KOSJ950107.csv,1.1855
OVEJ920103.csv,KANM000101.csv,1.1884
OVEJ920103.csv,OVEJ920102.csv,1.1831
OVEJ920103.csv,KOSJ950115.csv,1.1875
OVEJ920103.csv,LUTR910108.csv,1.1790
OVEJ920103.csv,GEOD900101.csv,1.2053
OVEJ920103.csv,GIAG010101.csv,1.1816
KOSJ950104.csv,KOSJ950101.csv,1.1869
KOSJ950104.csv,KOSJ950113.csv,1.1828
KOSJ950104.csv,MOHR870101.csv,1.1827
KOSJ950104.csv,NAOD960101.csv,1.1788
KOSJ950104.csv,RUSR970103.csv,1.1852
KOSJ950104.csv,PRLA000101.csv,1.1845
KOSJ950104.csv,BENS940102.csv,1.1847
KOSJ950104.csv,LEVJ860101.csv,1.1839
KOSJ950104.csv,QU_C930101.csv,1.1867
KOSJ950104.csv,VOGG950101.csv,1.1835
KOSJ950104.csv,LUTR910106.csv,1.1830
KOSJ950104.csv,HENS920101.csv,1.1834
KOSJ950104.csv,KOSJ950102.csv,1.1886
KOSJ950104.csv,FEND850101.csv,1.1857
KOSJ950104.csv,MCLA710101.csv,1.1855
KOSJ950104.csv,QU_C930103.csv,1.1861
KOSJ950104.csv,JOHM930101.csv,1.1773
KOSJ950104.csv,MUET020101.csv,1.1852
KOSJ950104.csv,LUTR910105.csv,1.1807
KOSJ950104.csv,OVEJ920105.csv,1.1806
KOSJ950104.csv,LUTR910104.csv,1.1750
KOSJ950104.csv,BENS940104.csv,1.1882
KOSJ950104.csv,HENS920103.csv,1.1777
KOSJ950104.csv,BENS940101.csv,1.1862
KOSJ950104.csv,RUSR970102.csv,1.1844
KOSJ950104.csv,JOND940101.csv,1.1836
KOSJ950104.csv,FITW660101.csv,1.1865
KOSJ950104.csv,PRLA000102.csv,1.1817
KOSJ950104.csv,CROG050101.csv,1.1801
KOSJ950104.csv,MCLA720101.csv,1.1871
KOSJ950104.csv,DOSZ010102.csv,1.1832
KOSJ950104.csv,NGPC000101.csv,1.1847
KOSJ950104.csv,DOSZ010101.csv,1.1806
KOSJ950104.csv,QU_C930102.csv,1.1872
KOSJ950104.csv,GRAR740104.csv,1.1836
KOSJ950104.csv,CSEM940101.csv,1.1782
KOSJ950104.csv,WEIL970101.csv,1.1800
KOSJ950104.csv,GONG920101.csv,1.1835
KOSJ950104.csv,NIEK910101.csv,1.1802
KOSJ950104.csv,JOND920103.csv,1.1851
KOSJ950104.csv,KOSJ950109.csv,1.1881
KOSJ950104.csv,DOSZ010104.csv,1.1794
KOSJ950104.csv,AZAE970102.csv,1.1800
KOSJ950104.csv,LUTR910103.csv,1.1751
KOSJ950104.csv,KOSJ950108.csv,1.1897
KOSJ950104.csv,KOSJ950105.csv,1.1929
KOSJ950104.csv,RUSR970101.csv,1.1891
KOSJ950104.csv,NIEK910102.csv,1.1804
KOSJ950104.csv,OVEJ920101.csv,1.1803
KOSJ950104.csv,HENS920104.csv,1.1800
KOSJ950104.csv,OGAK980101.csv,1.1808
KOSJ950104.csv,MEHP950102.csv,1.1844
KOSJ950104.csv,LUTR910101.csv,1.1755
KOSJ950104.csv,MUET010101.csv,1.1844
KOSJ950104.csv,DAYM780301.csv,1.1875
KOSJ950104.csv,BENS940103.csv,1.1843
KOSJ950104.csv,TUDE900101.csv,1.1784
KOSJ950104.csv,RIER950101.csv,1.1885
KOSJ950104.csv,KOSJ950110.csv,1.1871
KOSJ950104.csv,OVEJ920104.csv,1.1819
KOSJ950104.csv,LUTR910102.csv,1.1825
KOSJ950104.csv,KOSJ950106.csv,1.1885
KOSJ950104.csv,KOSJ950111.csv,1.1797
KOSJ950104.csv,MIYT790101.csv,1.1835
KOSJ950104.csv,RISJ880101.csv,1.1818
KOSJ950104.csv,WEIL970102.csv,1.1866
