year,RMSE,MAE,R2
2019,1.2478243746682496,0.9463404656724493,0.5786429384809506
2020,1.0726525733314007,0.8004550851814498,0.4538273699839007
2021,1.9371414623254346,1.6238306504755844,-1.7992678600000547
2022,1.204766416308199,0.9211757850798781,0.0842285219971377
2023,1.4901728167726696,1.2171845146611961,0.06489493876489605
2024,1.040457244152062,0.7206406614576013,0.5393690573432349
