main_matrix_name,aux_matrix_name,rmse
OVEJ920102.csv,ALTS910101.csv,0.7409
OVEJ920102.csv,AZAE970101.csv,0.7409
OVEJ920102.csv,AZAE970102.csv,0.7413
OVEJ920102.csv,BENS940101.csv,0.7410
OVEJ920102.csv,BENS940102.csv,0.7408
OVEJ920102.csv,BENS940103.csv,0.7414
OVEJ920102.csv,BENS940104.csv,0.7402
OVEJ920102.csv,BLAJ010101.csv,0.7409
OVEJ920102.csv,CROG050101.csv,0.7403
OVEJ920102.csv,CSEM940101.csv,0.7407
OVEJ920102.csv,DAYM780301.csv,0.7414
OVEJ920102.csv,DAYM780302.csv,0.7404
OVEJ920102.csv,DOSZ010101.csv,0.7398
OVEJ920102.csv,DOSZ010102.csv,0.7410
OVEJ920102.csv,DOSZ010103.csv,0.7402
OVEJ920102.csv,DOSZ010104.csv,0.7402
OVEJ920102.csv,FEND850101.csv,0.7407
OVEJ920102.csv,FITW660101.csv,0.7404
OVEJ920102.csv,GEOD900101.csv,0.7418
OVEJ920102.csv,GIAG010101.csv,0.7407
OVEJ920102.csv,GONG920101.csv,0.7412
OVEJ920102.csv,GRAR740104.csv,0.7411
OVEJ920102.csv,HENS920101.csv,0.7411
OVEJ920102.csv,HENS920102.csv,0.7406
OVEJ920102.csv,HENS920103.csv,0.7410
OVEJ920102.csv,HENS920104.csv,0.7407
OVEJ920102.csv,JOHM930101.csv,0.7404
OVEJ920102.csv,JOND920103.csv,0.7412
OVEJ920102.csv,JOND940101.csv,0.7405
OVEJ920102.csv,KANM000101.csv,0.7407
OVEJ920102.csv,KAPO950101.csv,0.7409
OVEJ920102.csv,KOLA920101.csv,0.7408
OVEJ920102.csv,KOSJ950101.csv,0.7395
OVEJ920102.csv,KOSJ950102.csv,0.7396
OVEJ920102.csv,KOSJ950103.csv,0.7396
OVEJ920102.csv,KOSJ950104.csv,0.7397
OVEJ920102.csv,KOSJ950105.csv,0.7395
OVEJ920102.csv,KOSJ950106.csv,0.7397
OVEJ920102.csv,KOSJ950107.csv,0.7392
OVEJ920102.csv,KOSJ950108.csv,0.7398
OVEJ920102.csv,KOSJ950109.csv,0.7395
OVEJ920102.csv,KOSJ950110.csv,0.7394
OVEJ920102.csv,KOSJ950111.csv,0.7396
OVEJ920102.csv,KOSJ950112.csv,0.7395
OVEJ920102.csv,KOSJ950113.csv,0.7396
OVEJ920102.csv,KOSJ950114.csv,0.7399
OVEJ920102.csv,KOSJ950115.csv,0.7396
OVEJ920102.csv,LEVJ860101.csv,0.7403
OVEJ920102.csv,LINK010101.csv,0.7397
OVEJ920102.csv,LUTR910101.csv,0.7403
OVEJ920102.csv,LUTR910102.csv,0.7402
OVEJ920102.csv,LUTR910103.csv,0.7406
OVEJ920102.csv,LUTR910104.csv,0.7412
OVEJ920102.csv,LUTR910105.csv,0.7411
OVEJ920102.csv,LUTR910106.csv,0.7410
OVEJ920102.csv,LUTR910107.csv,0.7405
OVEJ920102.csv,LUTR910108.csv,0.7411
OVEJ920102.csv,LUTR910109.csv,0.7411
OVEJ920102.csv,MCLA710101.csv,0.7410
OVEJ920102.csv,MCLA720101.csv,0.7402
OVEJ920102.csv,MEHP950102.csv,0.7406
OVEJ920102.csv,MIYS930101.csv,0.7406
OVEJ920102.csv,MIYT790101.csv,0.7413
OVEJ920102.csv,MOHR870101.csv,0.7402
OVEJ920102.csv,MUET010101.csv,0.7405
OVEJ920102.csv,MUET020101.csv,0.7408
OVEJ920102.csv,MUET020102.csv,0.7412
OVEJ920102.csv,NAOD960101.csv,0.7414
OVEJ920102.csv,NGPC000101.csv,0.7400
OVEJ920102.csv,NIEK910101.csv,0.7399
OVEJ920102.csv,NIEK910102.csv,0.7404
OVEJ920102.csv,OGAK980101.csv,0.7407
OVEJ920102.csv,OVEJ920101.csv,0.7407
OVEJ920102.csv,OVEJ920103.csv,0.7395
OVEJ920102.csv,OVEJ920104.csv,0.7406
OVEJ920102.csv,OVEJ920105.csv,0.7401
OVEJ920102.csv,PRLA000101.csv,0.7410
OVEJ920102.csv,PRLA000102.csv,0.7408
OVEJ920102.csv,QUIB020101.csv,0.7412
OVEJ920102.csv,QU_C930101.csv,0.7400
OVEJ920102.csv,QU_C930102.csv,0.7401
OVEJ920102.csv,QU_C930103.csv,0.7403
OVEJ920102.csv,RIER950101.csv,0.7404
OVEJ920102.csv,RISJ880101.csv,0.7404
OVEJ920102.csv,RUSR970101.csv,0.7406
OVEJ920102.csv,RUSR970102.csv,0.7405
OVEJ920102.csv,RUSR970103.csv,0.7399
OVEJ920102.csv,TUDE900101.csv,0.7401
OVEJ920102.csv,VOGG950101.csv,0.7412
OVEJ920102.csv,WEIL970101.csv,0.7408
OVEJ920102.csv,WEIL970102.csv,0.7404
GIAG010101.csv,ALTS910101.csv,0.7412
GIAG010101.csv,AZAE970101.csv,0.7413
GIAG010101.csv,AZAE970102.csv,0.7412
GIAG010101.csv,BENS940101.csv,0.7411
GIAG010101.csv,BENS940102.csv,0.7412
GIAG010101.csv,BENS940103.csv,0.7407
GIAG010101.csv,BENS940104.csv,0.7413
GIAG010101.csv,BLAJ010101.csv,0.7412
GIAG010101.csv,CROG050101.csv,0.7413
GIAG010101.csv,CSEM940101.csv,0.7416
GIAG010101.csv,DAYM780301.csv,0.7407
GIAG010101.csv,DAYM780302.csv,0.7413
GIAG010101.csv,DOSZ010101.csv,0.7407
GIAG010101.csv,DOSZ010102.csv,0.7410
GIAG010101.csv,DOSZ010103.csv,0.7409
GIAG010101.csv,DOSZ010104.csv,0.7411
GIAG010101.csv,FEND850101.csv,0.7413
GIAG010101.csv,FITW660101.csv,0.7418
GIAG010101.csv,GEOD900101.csv,0.7416
GIAG010101.csv,GONG920101.csv,0.7409
GIAG010101.csv,GRAR740104.csv,0.7413
GIAG010101.csv,HENS920101.csv,0.7412
GIAG010101.csv,HENS920102.csv,0.7414
GIAG010101.csv,HENS920103.csv,0.7413
GIAG010101.csv,HENS920104.csv,0.7414
GIAG010101.csv,JOHM930101.csv,0.7414
GIAG010101.csv,JOND920103.csv,0.7410
GIAG010101.csv,JOND940101.csv,0.7413
GIAG010101.csv,KANM000101.csv,0.7412
GIAG010101.csv,KAPO950101.csv,0.7414
GIAG010101.csv,KOLA920101.csv,0.7410
GIAG010101.csv,KOSJ950101.csv,0.7417
GIAG010101.csv,KOSJ950102.csv,0.7411
GIAG010101.csv,KOSJ950103.csv,0.7412
GIAG010101.csv,KOSJ950104.csv,0.7414
GIAG010101.csv,KOSJ950105.csv,0.7417
GIAG010101.csv,KOSJ950106.csv,0.7412
GIAG010101.csv,KOSJ950107.csv,0.7413
GIAG010101.csv,KOSJ950108.csv,0.7414
GIAG010101.csv,KOSJ950109.csv,0.7415
GIAG010101.csv,KOSJ950110.csv,0.7417
GIAG010101.csv,KOSJ950111.csv,0.7413
GIAG010101.csv,KOSJ950112.csv,0.7415
GIAG010101.csv,KOSJ950113.csv,0.7416
GIAG010101.csv,KOSJ950114.csv,0.7414
GIAG010101.csv,KOSJ950115.csv,0.7415
