main_matrix_name,aux_0_matrix_name,aux_1_matrix_name,rmse
LUTR910104.csv,LUTR910102.csv,KOSJ950101.csv,0.8197
LUTR910104.csv,LUTR910102.csv,KOSJ950113.csv,0.8189
LUTR910104.csv,LUTR910102.csv,MOHR870101.csv,0.8177
LUTR910104.csv,LUTR910102.csv,NAOD960101.csv,0.8172
LUTR910104.csv,LUTR910102.csv,RUSR970103.csv,0.8172
LUTR910104.csv,LUTR910102.csv,PRLA000101.csv,0.8164
LUTR910104.csv,LUTR910102.csv,BENS940102.csv,0.8166
LUTR910104.csv,LUTR910102.csv,LEVJ860101.csv,0.8162
LUTR910104.csv,LUTR910102.csv,QU_C930101.csv,0.8162
LUTR910104.csv,LUTR910102.csv,VOGG950101.csv,0.8167
LUTR910104.csv,LUTR910102.csv,LUTR910106.csv,0.8163
LUTR910104.csv,LUTR910102.csv,HENS920101.csv,0.8168
LUTR910104.csv,LUTR910102.csv,KOSJ950102.csv,0.8179
LUTR910104.csv,LUTR910102.csv,FEND850101.csv,0.8178
LUTR910104.csv,LUTR910102.csv,MCLA710101.csv,0.8180
LUTR910104.csv,LUTR910102.csv,QU_C930103.csv,0.8183
LUTR910104.csv,LUTR910102.csv,JOHM930101.csv,0.8180
LUTR910104.csv,LUTR910102.csv,MUET020101.csv,0.8187
LUTR910104.csv,LUTR910102.csv,LUTR910105.csv,0.8189
LUTR910104.csv,LUTR910102.csv,OVEJ920105.csv,0.8194
LUTR910104.csv,LUTR910102.csv,BENS940104.csv,0.8188
LUTR910104.csv,LUTR910102.csv,HENS920103.csv,0.8195
LUTR910104.csv,LUTR910102.csv,BENS940101.csv,0.8197
LUTR910104.csv,LUTR910102.csv,RUSR970102.csv,0.8194
LUTR910104.csv,LUTR910102.csv,JOND940101.csv,0.8193
LUTR910104.csv,LUTR910102.csv,FITW660101.csv,0.8200
LUTR910104.csv,LUTR910102.csv,PRLA000102.csv,0.8201
LUTR910104.csv,LUTR910102.csv,CROG050101.csv,0.8200
LUTR910104.csv,LUTR910102.csv,MCLA720101.csv,0.8204
LUTR910104.csv,LUTR910102.csv,DOSZ010102.csv,0.8201
LUTR910104.csv,LUTR910102.csv,NGPC000101.csv,0.8204
LUTR910104.csv,LUTR910102.csv,DOSZ010101.csv,0.8202
LUTR910104.csv,LUTR910102.csv,QU_C930102.csv,0.8204
LUTR910104.csv,LUTR910102.csv,GRAR740104.csv,0.8204
LUTR910104.csv,LUTR910102.csv,CSEM940101.csv,0.8205
LUTR910104.csv,LUTR910102.csv,WEIL970101.csv,0.8206
LUTR910104.csv,LUTR910102.csv,GONG920101.csv,0.8203
LUTR910104.csv,LUTR910102.csv,NIEK910101.csv,0.8205
LUTR910104.csv,LUTR910102.csv,JOND920103.csv,0.8208
LUTR910104.csv,LUTR910102.csv,KOSJ950109.csv,0.8212
LUTR910104.csv,LUTR910102.csv,DOSZ010104.csv,0.8207
LUTR910104.csv,LUTR910102.csv,AZAE970102.csv,0.8208
LUTR910104.csv,LUTR910102.csv,LUTR910103.csv,0.8188
LUTR910104.csv,LUTR910102.csv,KOSJ950108.csv,0.8166
LUTR910104.csv,LUTR910102.csv,KOSJ950105.csv,0.8159
LUTR910104.csv,LUTR910102.csv,RUSR970101.csv,0.8161
LUTR910104.csv,LUTR910102.csv,NIEK910102.csv,0.8152
LUTR910104.csv,LUTR910102.csv,OVEJ920101.csv,0.8156
LUTR910104.csv,LUTR910102.csv,HENS920104.csv,0.8157
LUTR910104.csv,LUTR910102.csv,OGAK980101.csv,0.8164
LUTR910104.csv,LUTR910102.csv,MEHP950102.csv,0.8162
LUTR910104.csv,LUTR910102.csv,LUTR910101.csv,0.8163
LUTR910104.csv,LUTR910102.csv,MUET010101.csv,0.8162
LUTR910104.csv,LUTR910102.csv,DAYM780301.csv,0.8162
LUTR910104.csv,LUTR910102.csv,BENS940103.csv,0.8168
LUTR910104.csv,LUTR910102.csv,TUDE900101.csv,0.8164
LUTR910104.csv,LUTR910102.csv,RIER950101.csv,0.8167
LUTR910104.csv,LUTR910102.csv,KOSJ950110.csv,0.8168
LUTR910104.csv,LUTR910102.csv,OVEJ920104.csv,0.8181
LUTR910104.csv,LUTR910102.csv,LUTR910102.csv,0.8179
LUTR910104.csv,LUTR910102.csv,KOSJ950106.csv,0.8184
LUTR910104.csv,LUTR910102.csv,KOSJ950111.csv,0.8189
LUTR910104.csv,LUTR910102.csv,MIYT790101.csv,0.8187
LUTR910104.csv,LUTR910102.csv,RISJ880101.csv,0.8180
LUTR910104.csv,LUTR910102.csv,WEIL970102.csv,0.8184
LUTR910104.csv,LUTR910102.csv,MUET020102.csv,0.8181
LUTR910104.csv,LUTR910102.csv,KOSJ950104.csv,0.8181
LUTR910104.csv,LUTR910102.csv,KOSJ950103.csv,0.8184
LUTR910104.csv,LUTR910102.csv,DOSZ010103.csv,0.8187
LUTR910104.csv,LUTR910102.csv,QUIB020101.csv,0.8188
LUTR910104.csv,LUTR910102.csv,BLAJ010101.csv,0.8189
LUTR910104.csv,LUTR910102.csv,MIYS930101.csv,0.8191
LUTR910104.csv,LUTR910102.csv,KOSJ950114.csv,0.8191
LUTR910104.csv,LUTR910102.csv,HENS920102.csv,0.8194
LUTR910104.csv,LUTR910102.csv,ALTS910101.csv,0.8190
LUTR910104.csv,LUTR910102.csv,LINK010101.csv,0.8195
LUTR910104.csv,LUTR910102.csv,KAPO950101.csv,0.8194
LUTR910104.csv,LUTR910102.csv,LUTR910109.csv,0.8190
LUTR910104.csv,LUTR910102.csv,AZAE970101.csv,0.8186
LUTR910104.csv,LUTR910102.csv,DAYM780302.csv,0.8189
LUTR910104.csv,LUTR910102.csv,OVEJ920103.csv,0.8192
LUTR910104.csv,LUTR910102.csv,KOLA920101.csv,0.8182
LUTR910104.csv,LUTR910102.csv,KOSJ950112.csv,0.8186
LUTR910104.csv,LUTR910102.csv,LUTR910107.csv,0.8184
LUTR910104.csv,LUTR910102.csv,KOSJ950107.csv,0.8190
LUTR910104.csv,LUTR910102.csv,KANM000101.csv,0.8187
LUTR910104.csv,LUTR910102.csv,OVEJ920102.csv,0.8190
LUTR910104.csv,LUTR910102.csv,KOSJ950115.csv,0.8184
LUTR910104.csv,LUTR910102.csv,LUTR910108.csv,0.8188
LUTR910104.csv,LUTR910102.csv,GEOD900101.csv,0.8186
LUTR910104.csv,LUTR910102.csv,GIAG010101.csv,0.8184
