Test Virus,Reference Virus,Distance
A/Denmark/3264/2019,A/Qatar/24-VI-21-3942034/2021,0.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/24-VI-21-3942034/2021,2.999999999999999
A/Kansas/14/2017,A/Qatar/24-VI-21-3942034/2021,0.9999999999999991
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-3962572/2021,1.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-3962572/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-3962572/2021,1.0
A/Darwin/9/2021,A/Qatar/24-VI-21-3962572/2021,2.999999999999999
A/Denmark/3264/2019,A/Qatar/24-VI-21-3962572/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/24-VI-21-3962572/2021,2.999999999999999
A/Kansas/14/2017,A/Qatar/24-VI-21-3962572/2021,1.9999999999999991
A/Michigan/173/2020,A/Qatar/24-VI-21-3962572/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-3980766/2021,0.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-3980766/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-3980766/2021,2.999999999999999
A/Darwin/9/2021,A/Qatar/24-VI-21-3980766/2021,1.9999999999999991
A/Denmark/3264/2019,A/Qatar/24-VI-21-3980766/2021,2.999999999999999
A/Hong Kong/2671/2019,A/Qatar/24-VI-21-3980766/2021,2.999999999999999
A/Kansas/14/2017,A/Qatar/24-VI-21-3980766/2021,2.999999999999999
A/Michigan/173/2020,A/Qatar/24-VI-21-3980766/2021,1.9999999999999991
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-3985321/2021,1.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-3985321/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-3985321/2021,1.9999999999999991
A/Darwin/9/2021,A/Qatar/24-VI-21-3985321/2021,2.999999999999999
A/Denmark/3264/2019,A/Qatar/24-VI-21-3985321/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/24-VI-21-3985321/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/24-VI-21-3985321/2021,2.999999999999999
A/Michigan/173/2020,A/Qatar/24-VI-21-3985321/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-4031255/2021,1.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-4031255/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-4031255/2021,1.0
A/Darwin/9/2021,A/Qatar/24-VI-21-4031255/2021,1.9999999999999991
A/Denmark/3264/2019,A/Qatar/24-VI-21-4031255/2021,1.0
A/Hong Kong/2671/2019,A/Qatar/24-VI-21-4031255/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/24-VI-21-4031255/2021,1.9999999999999991
A/Michigan/173/2020,A/Qatar/24-VI-21-4031255/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-4041206/2021,1.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-4041206/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-4041206/2021,1.0
A/Darwin/9/2021,A/Qatar/24-VI-21-4041206/2021,1.9999999999999991
A/Denmark/3264/2019,A/Qatar/24-VI-21-4041206/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/24-VI-21-4041206/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/24-VI-21-4041206/2021,2.999999999999999
A/Michigan/173/2020,A/Qatar/24-VI-21-4041206/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-4532193/2021,0.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-4532193/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-4532193/2021,0.0
A/Darwin/9/2021,A/Qatar/24-VI-21-4532193/2021,0.0
A/Denmark/3264/2019,A/Qatar/24-VI-21-4532193/2021,1.0
A/Kansas/14/2017,A/Qatar/24-VI-21-4532193/2021,1.9999999999999991
A/Bangladesh/4005/2020,A/Qatar/24-VI-21-4774653/2021,0.0
A/Cambodia/925256/2020,A/Qatar/24-VI-21-4774653/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/24-VI-21-4774653/2021,0.9999999999999991
A/Darwin/9/2021,A/Qatar/24-VI-21-4774653/2021,0.0
A/Denmark/3264/2019,A/Qatar/24-VI-21-4774653/2021,0.9999999999999991
A/Kansas/14/2017,A/Qatar/24-VI-21-4774653/2021,1.9999999999999991
A/Cambodia/925256/2020,A/Qatar/25-VI-22-1918966/2022,3.3219280948873626
A/Cambodia/e0826360/2020,A/Qatar/25-VI-22-1918966/2022,1.3219280948873626
A/Catalonia/NSVH-2067/22,A/Qatar/25-VI-22-1918966/2022,2.3219280948873626
A/Darwin/9/2021,A/Qatar/25-VI-22-1918966/2022,0.3219280948873635
A/Norway/24873/2021,A/Qatar/25-VI-22-1918966/2022,0.0
A/Poland/97/2022,A/Qatar/25-VI-22-1918966/2022,2.3219280948873626
A/Cambodia/925256/2020,A/Qatar/25-VI-22-1930279/2022,2.999999999999999
A/Cambodia/e0826360/2020,A/Qatar/25-VI-22-1930279/2022,2.999999999999999
A/Catalonia/NSVH-2067/22,A/Qatar/25-VI-22-1930279/2022,1.9999999999999991
A/Darwin/9/2021,A/Qatar/25-VI-22-1930279/2022,0.0
A/Norway/24873/2021,A/Qatar/25-VI-22-1930279/2022,1.0
A/Poland/97/2022,A/Qatar/25-VI-22-1930279/2022,1.9999999999999991
A/Albania/289813/2022,A/Qatar/25-VI-23-0107245/2023,0.0
A/Brandenburg/15/2022,A/Qatar/25-VI-23-0107245/2023,1.0
A/Catalonia/NSVH161512067/2022,A/Qatar/25-VI-23-0107245/2023,2.999999999999999
A/Darwin/9/2021,A/Qatar/25-VI-23-0107245/2023,1.0
A/Massachusetts/18/2022,A/Qatar/25-VI-23-0107245/2023,0.0
A/Bangladesh/4005/2020,A/Qatar/26-VI-21-4617124/2021,0.0
A/Cambodia/925256/2020,A/Qatar/26-VI-21-4617124/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/26-VI-21-4617124/2021,0.9999999999999991
A/Darwin/9/2021,A/Qatar/26-VI-21-4617124/2021,0.0
A/Denmark/3264/2019,A/Qatar/26-VI-21-4617124/2021,0.9999999999999991
A/Kansas/14/2017,A/Qatar/26-VI-21-4617124/2021,1.9999999999999991
A/Bangladesh/4005/2020,A/Qatar/32-VI-21-4519262/2021,1.0
A/Cambodia/925256/2020,A/Qatar/32-VI-21-4519262/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Qatar/32-VI-21-4519262/2021,1.0
A/Darwin/9/2021,A/Qatar/32-VI-21-4519262/2021,0.0
A/Denmark/3264/2019,A/Qatar/32-VI-21-4519262/2021,1.9999999999999991
A/England/214191723/2021,A/Qatar/32-VI-21-4519262/2021,1.0
A/Kansas/14/2017,A/Qatar/32-VI-21-4519262/2021,2.999999999999999
A/Bangladesh/4005/2020,A/Qatar/34-VI-21-3664968/2021,0.0
A/Cambodia/925256/2020,A/Qatar/34-VI-21-3664968/2021,1.0
A/Cambodia/e0826360/2020,A/Qatar/34-VI-21-3664968/2021,1.0
A/Darwin/9/2021,A/Qatar/34-VI-21-3664968/2021,0.0
A/Denmark/3264/2019,A/Qatar/34-VI-21-3664968/2021,1.0
A/Hong Kong/2671/2019,A/Qatar/34-VI-21-3664968/2021,2.0
A/Kansas/14/2017,A/Qatar/34-VI-21-3664968/2021,1.0
A/Michigan/173/2020,A/Qatar/34-VI-21-3664968/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/39-VI-21-4147440/2021,1.0
A/Cambodia/925256/2020,A/Qatar/39-VI-21-4147440/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/39-VI-21-4147440/2021,1.0
A/Darwin/9/2021,A/Qatar/39-VI-21-4147440/2021,1.9999999999999991
A/Denmark/3264/2019,A/Qatar/39-VI-21-4147440/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/39-VI-21-4147440/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/39-VI-21-4147440/2021,2.999999999999999
A/Michigan/173/2020,A/Qatar/39-VI-21-4147440/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/39-VI-21-4154225/2021,0.0
A/Cambodia/925256/2020,A/Qatar/39-VI-21-4154225/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/39-VI-21-4154225/2021,1.9999999999999991
A/Darwin/9/2021,A/Qatar/39-VI-21-4154225/2021,0.9999999999999991
A/Denmark/3264/2019,A/Qatar/39-VI-21-4154225/2021,1.9999999999999991
A/Kansas/14/2017,A/Qatar/39-VI-21-4154225/2021,2.999999999999999
A/Michigan/173/2020,A/Qatar/39-VI-21-4154225/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/47-VI-21-3968065/2021,1.0
A/Cambodia/925256/2020,A/Qatar/47-VI-21-3968065/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/47-VI-21-3968065/2021,1.9999999999999991
A/Darwin/9/2021,A/Qatar/47-VI-21-3968065/2021,2.999999999999999
A/Denmark/3264/2019,A/Qatar/47-VI-21-3968065/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/47-VI-21-3968065/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/47-VI-21-3968065/2021,1.9999999999999991
A/Michigan/173/2020,A/Qatar/47-VI-21-3968065/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/47-VI-21-3971441/2021,1.0
A/Cambodia/925256/2020,A/Qatar/47-VI-21-3971441/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/47-VI-21-3971441/2021,1.9999999999999991
A/Darwin/9/2021,A/Qatar/47-VI-21-3971441/2021,2.999999999999999
A/Denmark/3264/2019,A/Qatar/47-VI-21-3971441/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Qatar/47-VI-21-3971441/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/47-VI-21-3971441/2021,1.9999999999999991
A/Michigan/173/2020,A/Qatar/47-VI-21-3971441/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/47-VI-21-3995023/2021,1.0
A/Cambodia/925256/2020,A/Qatar/47-VI-21-3995023/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/47-VI-21-3995023/2021,1.0
A/Darwin/9/2021,A/Qatar/47-VI-21-3995023/2021,1.9999999999999991
A/Denmark/3264/2019,A/Qatar/47-VI-21-3995023/2021,1.0
A/Hong Kong/2671/2019,A/Qatar/47-VI-21-3995023/2021,3.999999999999999
A/Kansas/14/2017,A/Qatar/47-VI-21-3995023/2021,1.9999999999999991
A/Michigan/173/2020,A/Qatar/47-VI-21-3995023/2021,0.0
A/Bangladesh/4005/2020,A/Qatar/47-VI-21-4486313/2021,3.0
A/Cambodia/925256/2020,A/Qatar/47-VI-21-4486313/2021,4.999999999999999
A/Cambodia/e0826360/2020,A/Qatar/47-VI-21-4486313/2021,3.999999999999999
A/Darwin/9/2021,A/Qatar/47-VI-21-4486313/2021,0.0
A/Denmark/3264/2019,A/Qatar/47-VI-21-4486313/2021,3.999999999999999
A/England/214191723/2021,A/Qatar/47-VI-21-4486313/2021,1.0
A/Kansas/14/2017,A/Qatar/47-VI-21-4486313/2021,5.999999999999999
A/Bangladesh/4005/2020,A/Qatar/47-VI-21-4548906/2021,0.0
A/Cambodia/925256/2020,A/Qatar/47-VI-21-4548906/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Qatar/47-VI-21-4548906/2021,0.0
A/Darwin/9/2021,A/Qatar/47-VI-21-4548906/2021,0.0
A/Denmark/3264/2019,A/Qatar/47-VI-21-4548906/2021,0.9999999999999991
A/Kansas/14/2017,A/Qatar/47-VI-21-4548906/2021,1.9999999999999991
A/Bangladesh/4005/2020,A/Qatar/47-VI-21-4610963/2021,0.9999999999999991
A/Cambodia/925256/2020,A/Qatar/47-VI-21-4610963/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Qatar/47-VI-21-4610963/2021,1.9999999999999991
A/Darwin/9/2021,A/Qatar/47-VI-21-4610963/2021,0.0
A/Denmark/3264/2019,A/Qatar/47-VI-21-4610963/2021,2.999999999999999
A/Kansas/14/2017,A/Qatar/47-VI-21-4610963/2021,2.999999999999999
A/BurkinaFaso/3131/2023,A/Qatar/87429/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Qatar/87429/2024,0.9999999999999991
A/DistrictOfColumbia/27/2023,A/Qatar/87429/2024,0.0
A/Lisboa/216/2023,A/Qatar/87429/2024,0.0
A/Massachusetts/18/2022,A/Qatar/87429/2024,1.9999999999999991
A/Netherlands/10563/2023,A/Qatar/87429/2024,0.0
A/Norway/12374/2023,A/Qatar/87429/2024,1.9999999999999991
A/BurkinaFaso/3131/2023,A/Qatar/88744/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Qatar/88744/2024,0.9999999999999991
A/DistrictOfColumbia/27/2023,A/Qatar/88744/2024,0.0
A/Lisboa/216/2023,A/Qatar/88744/2024,0.9999999999999991
A/Massachusetts/18/2022,A/Qatar/88744/2024,1.9999999999999991
A/Netherlands/10563/2023,A/Qatar/88744/2024,0.0
A/Norway/12374/2023,A/Qatar/88744/2024,1.9999999999999991
A/BurkinaFaso/3131/2023,A/Qatar/89814/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Qatar/89814/2024,0.9999999999999991
A/DistrictOfColumbia/27/2023,A/Qatar/89814/2024,0.0
A/Lisboa/216/2023,A/Qatar/89814/2024,0.0
A/Massachusetts/18/2022,A/Qatar/89814/2024,1.9999999999999991
A/Netherlands/10563/2023,A/Qatar/89814/2024,0.0
A/Norway/12374/2023,A/Qatar/89814/2024,1.9999999999999991
A/BurkinaFaso/3131/2023,A/Qatar/89913/2024,1.9999999999999991
A/Croatia/10136RV/2023,A/Qatar/89913/2024,0.0
A/DistrictOfColumbia/27/2023,A/Qatar/89913/2024,0.0
A/Lisboa/216/2023,A/Qatar/89913/2024,0.0
A/Massachusetts/18/2022,A/Qatar/89913/2024,1.9999999999999991
A/Netherlands/10563/2023,A/Qatar/89913/2024,0.0
A/Norway/12374/2023,A/Qatar/89913/2024,0.9999999999999991
A/Alabama/5/2010,A/Rabat/197/2011,1.9999999999999991
A/Brisbane/10/2007,A/Rabat/197/2011,3.999999999999999
A/Hong Kong/3969/2011,A/Rabat/197/2011,0.0
A/Iowa/19/2010,A/Rabat/197/2011,1.0
A/Perth/10/2010,A/Rabat/197/2011,1.0
A/Perth/16/2009,A/Rabat/197/2011,2.999999999999999
A/Bretagne/1413/2017,A/Rabat/352/2019,1.9999999999999991
A/England/538/2018,A/Rabat/352/2019,0.0
A/Hong Kong/5738/2014,A/Rabat/352/2019,0.9999999999999991
A/Kansas/14/2017,A/Rabat/352/2019,0.9999999999999991
A/La Rioja/2202/2018,A/Rabat/352/2019,0.9999999999999991
A/Norway/3275/2018,A/Rabat/352/2019,1.9999999999999991
A/Alabama/5/2010,A/Ramallah/84/2013,1.9999999999999991
A/Athens/112/2012,A/Ramallah/84/2013,0.0
A/Berlin/93/2011,A/Ramallah/84/2013,0.0
A/Hawaii/22/2012,A/Ramallah/84/2013,0.0
A/Iowa/19/2010,A/Ramallah/84/2013,1.9999999999999991
A/Bangladesh/4005/2020,A/Reims/30384/2021,0.0
A/Cambodia/925256/2020,A/Reims/30384/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Reims/30384/2021,1.0
A/Darwin/9/2021,A/Reims/30384/2021,0.0
A/Denmark/3264/2019,A/Reims/30384/2021,1.0
A/Hong Kong/2671/2019,A/Reims/30384/2021,4.999999999999999
A/Kansas/14/2017,A/Reims/30384/2021,2.0
A/Bangladesh/4005/2020,A/Reims/46045/2021,0.0
A/Cambodia/925256/2020,A/Reims/46045/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Reims/46045/2021,1.0
A/Darwin/9/2021,A/Reims/46045/2021,0.0
A/Denmark/3264/2019,A/Reims/46045/2021,1.9999999999999991
A/Hong Kong/2671/2019,A/Reims/46045/2021,3.999999999999999
A/Kansas/14/2017,A/Reims/46045/2021,1.9999999999999991
A/Alabama/5/2010,A/Rheinland-Pfalz/1/2012,1.9999999999999991
A/England/259/2011,A/Rheinland-Pfalz/1/2012,1.0
A/Finland/190/2011,A/Rheinland-Pfalz/1/2012,0.0
A/Hong Kong/3969/2011,A/Rheinland-Pfalz/1/2012,0.0
A/Iowa/19/2010,A/Rheinland-Pfalz/1/2012,1.0
A/Norway/1789/2011,A/Rheinland-Pfalz/1/2012,0.0
A/Perth/16/2009,A/Rheinland-Pfalz/1/2012,1.9999999999999991
A/Almaty/2958/2013,A/Rheinland-Pfalz/1/2014,1.9999999999999991
A/Athens/112/2012,A/Rheinland-Pfalz/1/2014,0.0
A/Hong Kong/146/2013,A/Rheinland-Pfalz/1/2014,1.9999999999999991
A/Iowa/19/2010,A/Rheinland-Pfalz/1/2014,2.999999999999999
A/Bangladesh/4005/2020,A/Rheinland-Pfalz/1/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/1/2021,3.999999999999999
A/Darwin/9/2021,A/Rheinland-Pfalz/1/2021,0.0
A/Denmark/3264/2019,A/Rheinland-Pfalz/1/2021,3.999999999999999
A/England/214191723/2021,A/Rheinland-Pfalz/1/2021,1.0
A/Hong Kong/2671/2019,A/Rheinland-Pfalz/1/2021,1.9999999999999991
A/Kansas/14/2017,A/Rheinland-Pfalz/1/2021,3.999999999999999
A/Bangladesh/4005/2020,A/Rheinland-Pfalz/1/2022,2.0
A/Cambodia/925256/2020,A/Rheinland-Pfalz/1/2022,3.999999999999999
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/1/2022,3.999999999999999
A/Darwin/9/2021,A/Rheinland-Pfalz/1/2022,0.0
A/Denmark/3264/2019,A/Rheinland-Pfalz/1/2022,3.999999999999999
A/England/214191723/2021,A/Rheinland-Pfalz/1/2022,1.0
A/Hong Kong/2671/2019,A/Rheinland-Pfalz/1/2022,3.999999999999999
A/Kansas/14/2017,A/Rheinland-Pfalz/1/2022,4.999999999999999
A/Albania/289813/2022,A/Rheinland-Pfalz/11/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Rheinland-Pfalz/11/2023,2.999999999999999
A/Darwin/9/2021,A/Rheinland-Pfalz/11/2023,0.0
A/Massachusetts/18/2022,A/Rheinland-Pfalz/11/2023,1.9999999999999991
A/Hong Kong/146/2013,A/Rheinland-Pfalz/13/2014,0.0
A/Norway/466/2014,A/Rheinland-Pfalz/13/2014,0.0
A/Perth/16/2009,A/Rheinland-Pfalz/13/2014,1.0
A/Hong Kong/146/2013,A/Rheinland-Pfalz/16/2014,0.0
A/Hong Kong/5738/2014,A/Rheinland-Pfalz/16/2014,0.0
A/Perth/16/2009,A/Rheinland-Pfalz/16/2014,1.0
A/Cambodia/925256/2020,A/Rheinland-Pfalz/16/2022,0.9999999999999991
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/16/2022,0.9999999999999991
A/Catalonia/NSVH-2067/22,A/Rheinland-Pfalz/16/2022,1.9999999999999991
A/Darwin/9/2021,A/Rheinland-Pfalz/16/2022,0.0
A/Ghana/1724/2022,A/Rheinland-Pfalz/16/2022,2.999999999999999
A/Norway/24873/2021,A/Rheinland-Pfalz/16/2022,0.41503749927884304
A/Norway/28542/2022,A/Rheinland-Pfalz/16/2022,0.9999999999999991
A/Poland/97/2022,A/Rheinland-Pfalz/16/2022,0.9999999999999991
A/Poland/99/2022,A/Rheinland-Pfalz/16/2022,0.0
A/Hong Kong/146/2013,A/Rheinland-Pfalz/17/2014,0.0
A/Perth/16/2009,A/Rheinland-Pfalz/17/2014,1.0
A/Cambodia/925256/2020,A/Rheinland-Pfalz/17/2022,1.0
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/17/2022,0.0
A/Catalonia/NSVH-2067/22,A/Rheinland-Pfalz/17/2022,1.0
A/Darwin/9/2021,A/Rheinland-Pfalz/17/2022,0.0
A/Norway/24873/2021,A/Rheinland-Pfalz/17/2022,0.4150374992788439
A/Norway/28542/2022,A/Rheinland-Pfalz/17/2022,1.0
A/Poland/97/2022,A/Rheinland-Pfalz/17/2022,1.0
A/Poland/99/2022,A/Rheinland-Pfalz/17/2022,1.0
A/Cambodia/925256/2020,A/Rheinland-Pfalz/18/2022,1.0
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/18/2022,0.0
A/Catalonia/NSVH-2067/22,A/Rheinland-Pfalz/18/2022,1.0
A/Darwin/9/2021,A/Rheinland-Pfalz/18/2022,0.0
A/Norway/24873/2021,A/Rheinland-Pfalz/18/2022,0.4150374992788439
A/Norway/28542/2022,A/Rheinland-Pfalz/18/2022,1.0
A/Poland/97/2022,A/Rheinland-Pfalz/18/2022,1.0
A/Poland/99/2022,A/Rheinland-Pfalz/18/2022,1.0
A/Anhui/1238/2005,A/Rheinland-Pfalz/2/2006,1.0
A/Annecy/1138/2005,A/Rheinland-Pfalz/2/2006,1.0
A/California/7/2004,A/Rheinland-Pfalz/2/2006,0.0
A/Hiroshima/52/2005,A/Rheinland-Pfalz/2/2006,1.0
A/Hong Kong/4443/2005,A/Rheinland-Pfalz/2/2006,1.0
A/New York/55/2004,A/Rheinland-Pfalz/2/2006,1.0
A/Almaty/2958/2013,A/Rheinland-Pfalz/2/2014,1.0
A/Athens/112/2012,A/Rheinland-Pfalz/2/2014,0.0
A/Hong Kong/146/2013,A/Rheinland-Pfalz/2/2014,1.0
A/Iowa/19/2010,A/Rheinland-Pfalz/2/2014,2.999999999999999
A/Hong Kong/146/2013,A/Rheinland-Pfalz/2/2015,0.0
A/Hong Kong/5738/2014,A/Rheinland-Pfalz/2/2015,1.9999999999999991
A/Perth/16/2009,A/Rheinland-Pfalz/2/2015,1.9999999999999991
A/Bangladesh/4005/2020,A/Rheinland-Pfalz/2/2021,2.0
A/Cambodia/925256/2020,A/Rheinland-Pfalz/2/2021,3.999999999999999
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/2/2021,3.999999999999999
A/Darwin/9/2021,A/Rheinland-Pfalz/2/2021,0.0
A/Denmark/3264/2019,A/Rheinland-Pfalz/2/2021,2.999999999999999
A/Kansas/14/2017,A/Rheinland-Pfalz/2/2021,4.999999999999999
A/England/538/2018,A/Rheinland-Pfalz/26/2020,0.0
A/Hong Kong/2671/2019,A/Rheinland-Pfalz/26/2020,2.999999999999999
A/Hong Kong/5738/2014,A/Rheinland-Pfalz/26/2020,2.999999999999999
A/Kansas/14/2017,A/Rheinland-Pfalz/26/2020,1.415037499278843
A/La Rioja/2202/2018,A/Rheinland-Pfalz/26/2020,3.999999999999999
A/Cambodia/925256/2020,A/Rheinland-Pfalz/28/2022,1.9999999999999991
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/28/2022,0.9999999999999991
A/Catalonia/NSVH-2067/22,A/Rheinland-Pfalz/28/2022,0.9999999999999991
A/Darwin/9/2021,A/Rheinland-Pfalz/28/2022,0.0
A/Lille/50053/2022,A/Rheinland-Pfalz/28/2022,0.0
A/Norway/24873/2021,A/Rheinland-Pfalz/28/2022,0.9999999999999991
A/Poland/97/2022,A/Rheinland-Pfalz/28/2022,0.9999999999999991
A/Bretagne/1413/2017,A/Rheinland-Pfalz/34/2019,2.0
A/Hong Kong/5738/2014,A/Rheinland-Pfalz/34/2019,1.0
A/Kansas/14/2017,A/Rheinland-Pfalz/34/2019,2.0
A/La Rioja/2202/2018,A/Rheinland-Pfalz/34/2019,0.0
A/Norway/3275/2018,A/Rheinland-Pfalz/34/2019,0.0
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/35/2022,2.999999999999999
A/Catalonia/NSVH-2067/22,A/Rheinland-Pfalz/35/2022,0.0
A/Darwin/9/2021,A/Rheinland-Pfalz/35/2022,0.0
A/Norway/24873/2021,A/Rheinland-Pfalz/35/2022,1.6780719051126374
A/Poland/97/2022,A/Rheinland-Pfalz/35/2022,0.9999999999999991
A/BurkinaFaso/3131/2023,A/Rheinland-Pfalz/39/2024,2.0
A/Croatia/10136RV/2023,A/Rheinland-Pfalz/39/2024,0.0
A/DistrictOfColumbia/27/2023,A/Rheinland-Pfalz/39/2024,0.0
A/Lisboa/216/2023,A/Rheinland-Pfalz/39/2024,0.0
A/Massachusetts/18/2022,A/Rheinland-Pfalz/39/2024,1.0
A/Netherlands/10563/2023,A/Rheinland-Pfalz/39/2024,0.0
A/Norway/12374/2023,A/Rheinland-Pfalz/39/2024,2.0
A/Alabama/5/2010,A/Rheinland-Pfalz/75/2011,0.9999999999999991
A/Hong Kong/3969/2011,A/Rheinland-Pfalz/75/2011,0.0
A/Iowa/19/2010,A/Rheinland-Pfalz/75/2011,0.9999999999999991
A/Perth/10/2010,A/Rheinland-Pfalz/75/2011,0.9999999999999991
A/Perth/16/2009,A/Rheinland-Pfalz/75/2011,1.9999999999999991
A/Bangladesh/4005/2020,A/Rheinland-Pfalz/8/2022,1.9999999999999991
A/Cambodia/925256/2020,A/Rheinland-Pfalz/8/2022,3.999999999999999
A/Cambodia/e0826360/2020,A/Rheinland-Pfalz/8/2022,2.999999999999999
A/Darwin/9/2021,A/Rheinland-Pfalz/8/2022,0.0
A/Denmark/3264/2019,A/Rheinland-Pfalz/8/2022,3.999999999999999
A/England/214191723/2021,A/Rheinland-Pfalz/8/2022,1.0
A/Alabama/05/2010,A/Rhode Island/01/2010,1.0
A/Brisbane/10/2007,A/Rhode Island/01/2010,2.999999999999999
A/Hong Kong/1985/2009,A/Rhode Island/01/2010,1.0
A/Hong Kong/34430/2009,A/Rhode Island/01/2010,0.0
A/Perth/16/2009,A/Rhode Island/01/2010,0.4150374992788439
A/Rhode Island/01/2010,A/Rhode Island/01/2010,0.0
A/Alabama/5/2010,A/Rhode Island/1/2010,1.2344652536370226
A/Brisbane/10/2007,A/Rhode Island/1/2010,3.132103536007344
A/Brussels/G0515/2010,A/Rhode Island/1/2010,2.0
A/Brussels/G0550/2010,A/Rhode Island/1/2010,2.0
A/Brussels/G0801/2010,A/Rhode Island/1/2010,2.0
A/Denmark/105/2010,A/Rhode Island/1/2010,1.0
A/Fes/158/2011,A/Rhode Island/1/2010,0.0
A/Finland/40/2010,A/Rhode Island/1/2010,0.0
A/Georgia/15/2010,A/Rhode Island/1/2010,0.0
A/Gothenburg/1/2010,A/Rhode Island/1/2010,2.0
A/Paris/1838/2010,A/Rhode Island/1/2010,1.0
A/Paris/1843/2010,A/Rhode Island/1/2010,1.0
A/Paris/1896/2010,A/Rhode Island/1/2010,1.0
A/Paris/2031/2010,A/Rhode Island/1/2010,1.0
A/Paris/2106/2010,A/Rhode Island/1/2010,1.0
A/Paris/2119/2010,A/Rhode Island/1/2010,1.0
A/Paris/2120/2010,A/Rhode Island/1/2010,1.0
A/Paris/2174/2010,A/Rhode Island/1/2010,1.0
A/Paris/2260/2010,A/Rhode Island/1/2010,1.0
A/Paris/2291/2010,A/Rhode Island/1/2010,1.0
A/Pays de Loire/1883/2010,A/Rhode Island/1/2010,1.0
A/Perth/10/2010,A/Rhode Island/1/2010,2.999999999999999
A/Perth/16/2009,A/Rhode Island/1/2010,1.1926450779423945
A/Rhode Island/1/2010,A/Rhode Island/1/2010,0.0
A/Brisbane/10/2007,A/Roma-ISS/2/09,0.0
A/England/394/2008,A/Roma-ISS/2/09,1.9999999999999991
A/Johannesburg/15/2008,A/Roma-ISS/2/09,0.0
A/Brisbane/10/2007,A/Roma-ISS/3/09,0.0
A/England/394/2008,A/Roma-ISS/3/09,1.584962500721156
