Test Virus,Reference Virus,Distance
A/Iceland/16879/2012,A/Iowa/19/2010,5.999999999999999
A/Iceland/17/2012,A/Iowa/19/2010,2.0
A/Iceland/18/2012,A/Iowa/19/2010,5.999999999999999
A/Iceland/19/2012,A/Iowa/19/2010,4.999999999999999
A/Iceland/20/2012,A/Iowa/19/2010,4.999999999999999
A/Iceland/21/2012,A/Iowa/19/2010,4.0
A/Iceland/23/2012,A/Iowa/19/2010,4.0
A/Iceland/24/2012,A/Iowa/19/2010,6.999999999999999
A/Iceland/25/2012,A/Iowa/19/2010,5.415037499278843
A/Iceland/27/2012,A/Iowa/19/2010,5.999999999999999
A/Iceland/29/2013,A/Iowa/19/2010,6.999999999999999
A/Iceland/30/2013,A/Iowa/19/2010,6.999999999999999
A/Iceland/4311/2013,A/Iowa/19/2010,4.999999999999999
A/Iceland/56/2013,A/Iowa/19/2010,5.999999999999999
A/Idaho/20/2012,A/Iowa/19/2010,5.999999999999999
A/Ioannina/GR148/2012,A/Iowa/19/2010,4.0
A/Iowa/19/2010,A/Iowa/19/2010,0.8431584754115988
A/Georgia/532/2015,A/Iran/115843/2015,2.0
A/Hong Kong/146/2013,A/Iran/115843/2015,1.0
A/Hong Kong/4801/2014,A/Iran/115843/2015,0.4150374992788439
A/Hong Kong/5738/2014,A/Iran/115843/2015,0.0
A/Albania/289813/2022,A/Iran/11G11/2023,0.0
A/Brandenburg/15/2022,A/Iran/11G11/2023,1.9999999999999991
A/Catalonia/NSVH161512067/2022,A/Iran/11G11/2023,1.9999999999999991
A/Darwin/9/2021,A/Iran/11G11/2023,0.0
A/England/538/2018,A/Iran/167623/2019,1.0
A/Hong Kong/5738/2014,A/Iran/167623/2019,0.0
A/Bretagne/1413/2017,A/Iran/168206/2019,2.0
A/England/538/2018,A/Iran/168206/2019,1.0
A/Hong Kong/5738/2014,A/Iran/168206/2019,0.0
A/Bretagne/1413/2017,A/Iran/168336/2019,0.0
A/England/538/2018,A/Iran/168336/2019,0.0
A/Hong Kong/5738/2014,A/Iran/168359/2019,0.0
A/Bretagne/1413/2017,A/Iran/168555/2019,0.0
A/England/538/2018,A/Iran/168555/2019,1.0
A/Hong Kong/5738/2014,A/Iran/168555/2019,0.0
A/Bretagne/1413/2017,A/Iran/171909/2019,0.0
A/England/538/2018,A/Iran/171909/2019,0.0
A/Hong Kong/5738/2014,A/Iran/171909/2019,0.0
A/Albania/289813/2022,A/Iran/20A12/2023,0.0
A/Brandenburg/15/2022,A/Iran/20A12/2023,2.999999999999999
A/Catalonia/NSVH161512067/2022,A/Iran/20A12/2023,1.9999999999999991
A/Darwin/9/2021,A/Iran/20A12/2023,0.0
A/Albania/289813/2022,A/Iran/20L11/2023,0.0
A/Brandenburg/15/2022,A/Iran/20L11/2023,1.9999999999999991
A/Catalonia/NSVH161512067/2022,A/Iran/20L11/2023,2.999999999999999
A/Darwin/9/2021,A/Iran/20L11/2023,0.0
A/Albania/289813/2022,A/Iran/23E11/2023,1.0
A/Darwin/9/2021,A/Iran/23E11/2023,0.0
A/Albania/289813/2022,A/Iran/24N11/2023,0.9999999999999991
A/Brandenburg/15/2022,A/Iran/24N11/2023,2.999999999999999
A/Darwin/9/2021,A/Iran/24N11/2023,0.0
A/California/7/2004,A/Iran/294/2005,0.0
A/Finland/486/05,A/Iran/294/2005,1.0
A/Georgia/532/2015,A/Iran/55457/2016,0.5849625007211561
A/Hong Kong/4801/2014,A/Iran/55457/2016,0.0
A/Hong Kong/5738/2014,A/Iran/55457/2016,0.5849625007211561
A/Brisbane/10/2007,A/Iran/755/2009,4.999999999999999
A/Finland/9/2008,A/Iran/755/2009,5.999999999999999
A/Hong Kong/1952/2009,A/Iran/755/2009,2.0
A/Hong Kong/1985/2009,A/Iran/755/2009,0.0
A/Greece/4/2017,A/Iran/75924/2017,0.0
A/Hong Kong/4801/2014,A/Iran/75924/2017,2.0
A/Hong Kong/5738/2014,A/Iran/75924/2017,1.0
A/Greece/4/2017,A/Iran/78090/2017,0.0
A/Hong Kong/5738/2014,A/Iran/78090/2017,2.0
A/BurkinaFaso/3131/2023,A/Iran/8N28/2024,1.9999999999999991
A/Croatia/10136RV/2023,A/Iran/8N28/2024,0.0
A/DistrictOfColumbia/27/2023,A/Iran/8N28/2024,0.0
A/Bangladesh/4005/2020,A/Iran/Ab29A/10,1.9999999999999991
A/Cambodia/925256/2020,A/Iran/Ab29A/10,3.999999999999999
A/Cambodia/e0826360/2020,A/Iran/Ab29A/10,3.999999999999999
A/Darwin/9/2021,A/Iran/Ab29A/10,0.0
A/Denmark/3264/2019,A/Iran/Ab29A/10,3.999999999999999
A/Bangladesh/4005/2020,A/Iran/Aban11/2021,1.0
A/Cambodia/925256/2020,A/Iran/Aban11/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Iran/Aban11/2021,2.999999999999999
A/Darwin/9/2021,A/Iran/Aban11/2021,0.0
A/Denmark/3264/2019,A/Iran/Aban11/2021,2.999999999999999
A/Hong Kong/2671/2019,A/Iran/Aban11/2021,2.999999999999999
A/Bangladesh/4005/2020,A/Iran/Aban12/2021,0.0
A/Cambodia/925256/2020,A/Iran/Aban12/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Iran/Aban12/2021,0.0
A/Darwin/9/2021,A/Iran/Aban12/2021,0.0
A/Denmark/3264/2019,A/Iran/Aban12/2021,0.9999999999999991
A/Bangladesh/4005/2020,A/Iran/Aban17A/2021,0.0
A/Cambodia/925256/2020,A/Iran/Aban17A/2021,1.9999999999999991
A/Cambodia/e0826360/2020,A/Iran/Aban17A/2021,1.0
A/Darwin/9/2021,A/Iran/Aban17A/2021,0.0
A/Denmark/3264/2019,A/Iran/Aban17A/2021,1.9999999999999991
A/Bangladesh/4005/2020,A/Iran/Aban30/28,1.0
A/Cambodia/925256/2020,A/Iran/Aban30/28,2.999999999999999
A/Cambodia/e0826360/2020,A/Iran/Aban30/28,2.999999999999999
A/Darwin/9/2021,A/Iran/Aban30/28,0.0
A/Denmark/3264/2019,A/Iran/Aban30/28,2.999999999999999
A/Bangladesh/4005/2020,A/Iran/Azar8/29,1.0
A/Cambodia/925256/2020,A/Iran/Azar8/29,2.999999999999999
A/Cambodia/e0826360/2020,A/Iran/Azar8/29,2.999999999999999
A/Darwin/9/2021,A/Iran/Azar8/29,0.0
A/Denmark/3264/2019,A/Iran/Azar8/29,2.999999999999999
A/Bangladesh/4005/2020,A/Iran/Mehr28/2021,1.0
A/Cambodia/925256/2020,A/Iran/Mehr28/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Iran/Mehr28/2021,2.999999999999999
A/Darwin/9/2021,A/Iran/Mehr28/2021,0.0
A/Denmark/3264/2019,A/Iran/Mehr28/2021,2.999999999999999
A/Hong Kong/146/2013,A/Iraq/463/2014,0.32192809488736174
A/Hong Kong/5738/2014,A/Iraq/463/2014,0.0
A/Hong Kong/146/2013,A/Iraq/470/2014,0.0
A/Hong Kong/5738/2014,A/Iraq/470/2014,0.0
A/Hong Kong/146/2013,A/Iraq/821/2014,1.0
A/Hong Kong/5738/2014,A/Iraq/821/2014,0.0
A/BurkinaFaso/3131/2023,A/Ireland/00000108/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Ireland/00000108/2024,0.0
A/DistrictOfColumbia/27/2023,A/Ireland/00000108/2024,0.0
A/Albania/289813/2022,A/Ireland/00011334/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00011334/2024,1.0
A/Albania/289813/2022,A/Ireland/00013633/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00013633/2024,1.0
A/Albania/289813/2022,A/Ireland/00013655/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00013655/2024,0.0
A/Albania/289813/2022,A/Ireland/00014696/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00014696/2024,0.9999999999999991
A/Albania/289813/2022,A/Ireland/00016985/2024,1.3219280948873617
A/Croatia/10136/RV/2023,A/Ireland/00016985/2024,0.0
A/Albania/289813/2022,A/Ireland/00017646/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00017646/2024,1.0
A/Albania/289813/2022,A/Ireland/00019283/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00019283/2024,0.0
A/Albania/289813/2022,A/Ireland/00019853/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00019853/2024,0.0
A/Albania/289813/2022,A/Ireland/00021613/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00021613/2024,1.0
A/Albania/289813/2022,A/Ireland/00024264/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00024264/2024,0.4150374992788439
A/Albania/289813/2022,A/Ireland/00024704/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00024704/2024,0.0
A/Albania/289813/2022,A/Ireland/00028483/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00028483/2024,0.41503749927884304
A/France/IDF-IPP29542/2023,A/Ireland/00028483/2024,0.0
A/Albania/289813/2022,A/Ireland/00033352/2024,0.0
A/Croatia/10136/RV/2023,A/Ireland/00033352/2024,0.4150374992788439
A/Albania/289813/2022,A/Ireland/00034351/2024,0.5849625007211561
A/Croatia/10136/RV/2023,A/Ireland/00034351/2024,0.0
A/BurkinaFaso/3131/2023,A/Ireland/00081078/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Ireland/00081078/2024,0.9999999999999991
A/DistrictOfColumbia/27/2023,A/Ireland/00081078/2024,0.0
A/BurkinaFaso/3131/2023,A/Ireland/00089814/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Ireland/00089814/2024,0.0
A/DistrictOfColumbia/27/2023,A/Ireland/00089814/2024,0.0
A/BurkinaFaso/3131/2023,A/Ireland/00094642/2024,2.999999999999999
A/Croatia/10136RV/2023,A/Ireland/00094642/2024,0.0
A/DistrictOfColumbia/27/2023,A/Ireland/00094642/2024,1.0
A/Georgia/532/2015,A/Ireland/00098/2016,0.0
A/Hong Kong/4801/2014,A/Ireland/00098/2016,0.4150374992788439
A/Hong Kong/5738/2014,A/Ireland/00098/2016,0.0
A/Albania/289813/2022,A/Ireland/00100281/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00100281/2023,2.999999999999999
A/Darwin/9/2021,A/Ireland/00100281/2023,1.9999999999999991
A/Albania/289813/2022,A/Ireland/00100379/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00100379/2023,2.999999999999999
A/Darwin/9/2021,A/Ireland/00100379/2023,1.0
A/Albania/289813/2022,A/Ireland/00101350/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00101350/2023,2.999999999999999
A/Darwin/9/2021,A/Ireland/00101350/2023,1.0
A/Albania/289813/2022,A/Ireland/00102017/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00102017/2023,1.9999999999999991
A/Darwin/9/2021,A/Ireland/00102017/2023,0.0
A/Albania/289813/2022,A/Ireland/00105655/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00105655/2023,2.999999999999999
A/Darwin/9/2021,A/Ireland/00105655/2023,0.0
A/Albania/289813/2022,A/Ireland/00106785/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00106785/2023,2.999999999999999
A/Darwin/9/2021,A/Ireland/00106785/2023,1.0
A/Albania/289813/2022,A/Ireland/00106787/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00106787/2023,1.9999999999999991
A/Darwin/9/2021,A/Ireland/00106787/2023,0.0
A/Albania/289813/2022,A/Ireland/00107299/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00107299/2023,1.9999999999999991
A/Darwin/9/2021,A/Ireland/00107299/2023,1.0
A/Albania/289813/2022,A/Ireland/00107900/2023,0.0
A/Catalonia/NSVH161512067/2022,A/Ireland/00107900/2023,1.9999999999999991
A/Darwin/9/2021,A/Ireland/00107900/2023,0.0
A/Alabama/5/2010,A/Ireland/00367/2013,3.000000000000001
A/Athens/112/2012,A/Ireland/00367/2013,0.7369655941662074
A/Berlin/93/2011,A/Ireland/00367/2013,0.0
A/Hawaii/22/2012,A/Ireland/00367/2013,1.0
A/Iowa/19/2010,A/Ireland/00367/2013,1.7369655941662066
A/Alabama/5/2010,A/Ireland/00462/2012,1.9999999999999991
A/Athens/112/2012,A/Ireland/00462/2012,0.0
A/Berlin/93/2011,A/Ireland/00462/2012,0.0
A/Hawaii/22/2012,A/Ireland/00462/2012,1.0
A/Iowa/19/2010,A/Ireland/00462/2012,1.0
A/Georgia/532/2015,A/Ireland/00492/2017,0.0
A/Hong Kong/4801/2014,A/Ireland/00492/2017,0.4150374992788439
A/Hong Kong/5738/2014,A/Ireland/00492/2017,1.0
A/Bretagne/1413/2017,A/Ireland/01234/2018,0.0
A/Greece/4/2017,A/Ireland/01234/2018,0.0
A/Hong Kong/5738/2014,A/Ireland/01234/2018,1.0
A/Bangladesh/4005/2020,A/Ireland/02000/2022,1.9999999999999991
A/Cambodia/925256/2020,A/Ireland/02000/2022,3.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/02000/2022,2.999999999999999
A/Darwin/9/2021,A/Ireland/02000/2022,0.0
A/England/214191723/2021,A/Ireland/02000/2022,0.0
A/Egypt/130/02,A/Ireland/10108/03,1.9999999999999991
A/Fujian/411/02,A/Ireland/10108/03,0.0
A/Alabama/5/2010,A/Ireland/11M92381/2011,1.9999999999999991
A/Hong Kong/3969/2011,A/Ireland/11M92381/2011,0.0
A/Iowa/19/2010,A/Ireland/11M92381/2011,1.9999999999999991
A/Alabama/5/2010,A/Ireland/11M92698/2011,1.9999999999999991
A/England/259/2011,A/Ireland/11M92698/2011,0.9999999999999991
A/Finland/190/2011,A/Ireland/11M92698/2011,0.0
A/Hong Kong/3969/2011,A/Ireland/11M92698/2011,0.9999999999999991
A/Iowa/19/2010,A/Ireland/11M92698/2011,0.9999999999999991
A/Alabama/5/2010,A/Ireland/11M92761/2011,1.17897014104532
A/England/259/2011,A/Ireland/11M92761/2011,0.0
A/Finland/190/2011,A/Ireland/11M92761/2011,0.0
A/Hong Kong/3969/2011,A/Ireland/11M92761/2011,0.1721809753826804
A/Iowa/19/2010,A/Ireland/11M92761/2011,0.8516081601073289
A/Alabama/5/2010,A/Ireland/11M92922/2011,1.9999999999999991
A/England/259/2011,A/Ireland/11M92922/2011,0.9999999999999991
A/Finland/190/2011,A/Ireland/11M92922/2011,0.0
A/Hong Kong/3969/2011,A/Ireland/11M92922/2011,0.0
A/Iowa/19/2010,A/Ireland/11M92922/2011,0.9999999999999991
A/Alabama/5/2010,A/Ireland/11V9451/2011,1.9999999999999991
A/England/259/2011,A/Ireland/11V9451/2011,1.0
A/Finland/190/2011,A/Ireland/11V9451/2011,0.0
A/Hong Kong/3969/2011,A/Ireland/11V9451/2011,1.0
A/Iowa/19/2010,A/Ireland/11V9451/2011,1.9999999999999991
A/Annecy/1138/2005,A/Ireland/12182/05,1.9999999999999991
A/California/7/2004,A/Ireland/12182/05,0.0
A/Hong Kong/4443/2005,A/Ireland/12182/05,0.0
A/Alabama/5/2010,A/Ireland/12M28404/2012,1.9999999999999991
A/Berlin/93/2011,A/Ireland/12M28404/2012,0.0
A/Finland/190/2011,A/Ireland/12M28404/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12M28404/2012,0.0
A/Iowa/19/2010,A/Ireland/12M28404/2012,1.0
A/Alabama/5/2010,A/Ireland/12M28563/2012,3.0
A/Athens/GR112/2012,A/Ireland/12M28563/2012,1.0
A/Berlin/93/2011,A/Ireland/12M28563/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12M28563/2012,1.0
A/Iowa/19/2010,A/Ireland/12M28563/2012,3.0
A/Alabama/5/2010,A/Ireland/12M90/2012,1.9999999999999991
A/England/259/2011,A/Ireland/12M90/2012,1.0
A/Finland/190/2011,A/Ireland/12M90/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12M90/2012,0.0
A/Iowa/19/2010,A/Ireland/12M90/2012,1.0
A/Alabama/5/2010,A/Ireland/12V2608/2012,2.999999999999999
A/Athens/GR112/2012,A/Ireland/12V2608/2012,0.0
A/Berlin/93/2011,A/Ireland/12V2608/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12V2608/2012,1.0
A/Iowa/19/2010,A/Ireland/12V2608/2012,1.9999999999999991
A/Alabama/5/2010,A/Ireland/12V2628/2012,3.0
A/Athens/GR112/2012,A/Ireland/12V2628/2012,1.0
A/Berlin/93/2011,A/Ireland/12V2628/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12V2628/2012,1.0
A/Iowa/19/2010,A/Ireland/12V2628/2012,2.0
A/Alabama/5/2010,A/Ireland/12V2734/2012,2.999999999999999
A/Athens/GR112/2012,A/Ireland/12V2734/2012,0.0
A/Berlin/93/2011,A/Ireland/12V2734/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12V2734/2012,0.0
A/Iowa/19/2010,A/Ireland/12V2734/2012,1.9999999999999991
A/Alabama/5/2010,A/Ireland/12V2794/2012,3.999999999999999
A/Athens/GR112/2012,A/Ireland/12V2794/2012,0.0
A/Berlin/93/2011,A/Ireland/12V2794/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12V2794/2012,1.0
A/Iowa/19/2010,A/Ireland/12V2794/2012,2.999999999999999
A/Alabama/5/2010,A/Ireland/12v397/2012,1.0
A/England/259/2011,A/Ireland/12v397/2012,0.0
A/Finland/190/2011,A/Ireland/12v397/2012,0.0
A/Hong Kong/3969/2011,A/Ireland/12v397/2012,0.0
A/Iowa/19/2010,A/Ireland/12v397/2012,1.0
A/Alabama/5/2010,A/Ireland/13334/2011,0.0
A/Brisbane/10/2007,A/Ireland/13334/2011,3.999999999999999
A/Alabama/5/2010,A/Ireland/13527/2011,0.0
A/Brisbane/10/2007,A/Ireland/13527/2011,3.999999999999999
A/Bangladesh/4005/2020,A/Ireland/14993/2022,0.0
A/Cambodia/925256/2020,A/Ireland/14993/2022,2.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/14993/2022,1.9999999999999991
A/Darwin/9/2021,A/Ireland/14993/2022,0.0
A/Denmark/3264/2019,A/Ireland/14993/2022,1.9999999999999991
A/England/214191723/2021,A/Ireland/14993/2022,0.0
A/Almaty/2958/2013,A/Ireland/14M00149/2013,0.0
A/Athens/112/2012,A/Ireland/14M00149/2013,0.0
A/Hong Kong/146/2013,A/Ireland/14M00149/2013,0.9999999999999991
A/Iowa/19/2010,A/Ireland/14M00149/2013,1.9999999999999991
A/Almaty/2958/2013,A/Ireland/14M00263/2013,0.9999999999999991
A/Athens/112/2012,A/Ireland/14M00263/2013,0.0
A/Hong Kong/146/2013,A/Ireland/14M00263/2013,0.9999999999999991
A/Iowa/19/2010,A/Ireland/14M00263/2013,1.9999999999999991
A/Almaty/2958/2013,A/Ireland/14M02879/2014,1.9999999999999991
A/Athens/112/2012,A/Ireland/14M02879/2014,0.0
A/Hong Kong/146/2013,A/Ireland/14M02879/2014,1.9999999999999991
A/Iowa/19/2010,A/Ireland/14M02879/2014,1.9999999999999991
A/Almaty/2958/2013,A/Ireland/14M03520/2014,1.9999999999999991
A/Athens/112/2012,A/Ireland/14M03520/2014,0.0
A/Hong Kong/146/2013,A/Ireland/14M03520/2014,1.9999999999999991
A/Iowa/19/2010,A/Ireland/14M03520/2014,2.999999999999999
A/Bangladesh/4005/2020,A/Ireland/15242/2022,0.0
A/Cambodia/925256/2020,A/Ireland/15242/2022,2.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/15242/2022,1.9999999999999991
A/Darwin/9/2021,A/Ireland/15242/2022,0.0
A/Denmark/3264/2019,A/Ireland/15242/2022,2.999999999999999
A/England/214191723/2021,A/Ireland/15242/2022,0.0
A/Bangladesh/4005/2020,A/Ireland/16347/2022,1.9999999999999991
A/Cambodia/925256/2020,A/Ireland/16347/2022,3.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/16347/2022,2.999999999999999
A/Darwin/9/2021,A/Ireland/16347/2022,0.0
A/Denmark/3264/2019,A/Ireland/16347/2022,2.999999999999999
A/England/214191723/2021,A/Ireland/16347/2022,1.0
A/Bangladesh/4005/2020,A/Ireland/16348/2022,1.0
A/Cambodia/925256/2020,A/Ireland/16348/2022,3.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/16348/2022,2.999999999999999
A/Darwin/9/2021,A/Ireland/16348/2022,0.0
A/Denmark/3264/2019,A/Ireland/16348/2022,2.999999999999999
A/England/214191723/2021,A/Ireland/16348/2022,0.0
A/Albania/289813/2022,A/Ireland/16381/2023,2.0
A/Brandenburg/15/2022,A/Ireland/16381/2023,1.0
A/Catalonia/NSVH-2067/22,A/Ireland/16381/2023,2.0
A/Darwin/9/2021,A/Ireland/16381/2023,0.0
A/Almaty/2958/2013,A/Ireland/21550/2014,0.0
A/Hong Kong/146/2013,A/Ireland/21550/2014,0.0
A/Cambodia/925256/2020,A/Ireland/21983/2023,2.0
A/Cambodia/e0826360/2020,A/Ireland/21983/2023,1.0
A/Catalonia/NSVH-2067/22,A/Ireland/21983/2023,0.0
A/Darwin/9/2021,A/Ireland/21983/2023,0.0
A/Almaty/2958/2013,A/Ireland/22041/2014,0.0
A/Hong Kong/146/2013,A/Ireland/22041/2014,0.0
A/Almaty/2958/2013,A/Ireland/22350/2014,0.0
A/Hong Kong/146/2013,A/Ireland/22350/2014,1.0
A/Almaty/2958/2013,A/Ireland/22359/2014,0.0
A/Hong Kong/146/2013,A/Ireland/22359/2014,0.0
A/England/538/2018,A/Ireland/22716/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/22716/2019,2.999999999999999
A/Hong Kong/674/2018,A/Ireland/22716/2019,2.999999999999999
A/Almaty/2958/2013,A/Ireland/22878/2014,0.0
A/Hong Kong/146/2013,A/Ireland/22878/2014,0.0
A/England/538/2018,A/Ireland/23296/2020,0.0
A/Hong Kong/2671/2019,A/Ireland/23296/2020,0.41503749927884304
A/Hong Kong/5738/2014,A/Ireland/23296/2020,0.9999999999999991
A/Bretagne/1413/2017,A/Ireland/23414/2019,2.999999999999999
A/England/538/2018,A/Ireland/23414/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/23414/2019,2.999999999999999
A/Hong Kong/674/2018,A/Ireland/23414/2019,2.999999999999999
A/Hong Kong/146/2013,A/Ireland/23577/2014,0.0
A/Bangladesh/4005/2020,A/Ireland/23694/2022,0.9999999999999991
A/Cambodia/925256/2020,A/Ireland/23694/2022,2.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/23694/2022,1.9999999999999991
A/Darwin/9/2021,A/Ireland/23694/2022,0.0
A/Denmark/3264/2019,A/Ireland/23694/2022,1.9999999999999991
A/England/214191723/2021,A/Ireland/23694/2022,0.0
A/Bangladesh/4005/2020,A/Ireland/24347/2022,1.0
A/Cambodia/925256/2020,A/Ireland/24347/2022,3.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/24347/2022,2.999999999999999
A/Darwin/9/2021,A/Ireland/24347/2022,0.0
A/Denmark/3264/2019,A/Ireland/24347/2022,2.999999999999999
A/England/214191723/2021,A/Ireland/24347/2022,1.0
A/Bretagne/1413/2017,A/Ireland/26207/2019,1.9999999999999991
A/Christchurch/515/2019,A/Ireland/26207/2019,2.999999999999999
A/England/538/2018,A/Ireland/26207/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/26207/2019,1.9999999999999991
A/Hong Kong/674/2018,A/Ireland/26207/2019,2.999999999999999
A/Bretagne/1413/2017,A/Ireland/26826/2019,1.0
A/Christchurch/515/2019,A/Ireland/26826/2019,0.0
A/England/538/2018,A/Ireland/26826/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/26826/2019,1.0
A/Hong Kong/674/2018,A/Ireland/26826/2019,0.0
A/Bangladesh/4005/2020,A/Ireland/2707/2021,1.9999999999999991
A/Cambodia/925256/2020,A/Ireland/2707/2021,2.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/2707/2021,2.999999999999999
A/Darwin/9/2021,A/Ireland/2707/2021,0.0
A/Denmark/3264/2019,A/Ireland/2707/2021,3.999999999999999
A/Bretagne/1413/2017,A/Ireland/28223/2019,2.999999999999999
A/England/538/2018,A/Ireland/28223/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/28223/2019,3.999999999999999
A/Hong Kong/674/2018,A/Ireland/28223/2019,3.999999999999999
A/England/538/2018,A/Ireland/28663/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/28663/2019,3.999999999999999
A/Hong Kong/674/2018,A/Ireland/28663/2019,3.999999999999999
A/Bretagne/1413/2017,A/Ireland/29431/2019,2.999999999999999
A/England/538/2018,A/Ireland/29431/2019,0.0
A/Hong Kong/5738/2014,A/Ireland/29431/2019,3.999999999999999
A/Hong Kong/674/2018,A/Ireland/29431/2019,3.999999999999999
A/Bretagne/1413/2017,A/Ireland/30256/2019,2.0
A/Christchurch/515/2019,A/Ireland/30256/2019,0.0
A/England/538/2018,A/Ireland/30256/2019,2.0
A/Hong Kong/5738/2014,A/Ireland/30256/2019,2.0
A/Hong Kong/674/2018,A/Ireland/30256/2019,1.0
A/Christchurch/515/2019,A/Ireland/32103/2019,0.0
A/England/538/2018,A/Ireland/32103/2019,1.0
A/Hong Kong/5738/2014,A/Ireland/32103/2019,1.0
A/Hong Kong/674/2018,A/Ireland/32103/2019,1.0
A/Bangladesh/4005/2020,A/Ireland/4594/2021,1.9999999999999991
A/Cambodia/925256/2020,A/Ireland/4594/2021,3.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/4594/2021,3.999999999999999
A/Darwin/9/2021,A/Ireland/4594/2021,0.0
A/Denmark/3264/2019,A/Ireland/4594/2021,3.999999999999999
A/Cambodia/925256/2020,A/Ireland/65034/2022,2.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/65034/2022,2.999999999999999
A/Catalonia/NSVH-2067/22,A/Ireland/65034/2022,0.0
A/Darwin/9/2021,A/Ireland/65034/2022,1.0
A/Cambodia/925256/2020,A/Ireland/65707/2022,2.0
A/Cambodia/e0826360/2020,A/Ireland/65707/2022,1.0
A/Catalonia/NSVH-2067/22,A/Ireland/65707/2022,2.0
A/Darwin/9/2021,A/Ireland/65707/2022,0.0
A/Cambodia/925256/2020,A/Ireland/69199/2022,1.0
A/Cambodia/e0826360/2020,A/Ireland/69199/2022,1.0
A/Catalonia/NSVH-2067/22,A/Ireland/69199/2022,2.0
A/Darwin/9/2021,A/Ireland/69199/2022,0.0
A/Bangladesh/4005/2020,A/Ireland/6979/2021,2.999999999999999
A/Cambodia/925256/2020,A/Ireland/6979/2021,3.999999999999999
A/Cambodia/e0826360/2020,A/Ireland/6979/2021,3.999999999999999
A/Darwin/9/2021,A/Ireland/6979/2021,0.0
A/Denmark/3264/2019,A/Ireland/6979/2021,3.999999999999999
A/Cambodia/925256/2020,A/Ireland/69896/2022,2.0
A/Cambodia/e0826360/2020,A/Ireland/69896/2022,2.0
A/Catalonia/NSVH-2067/22,A/Ireland/69896/2022,2.0
A/Darwin/9/2021,A/Ireland/69896/2022,0.0
A/Georgia/532/2015,A/Ireland/72254/2016,0.5849625007211561
A/Hong Kong/4801/2014,A/Ireland/72254/2016,0.0
A/Hong Kong/5738/2014,A/Ireland/72254/2016,0.5849625007211561
A/Georgia/532/2015,A/Ireland/72703/2016,1.3219280948873617
A/Hong Kong/4801/2014,A/Ireland/72703/2016,0.0
A/Hong Kong/5738/2014,A/Ireland/72703/2016,1.3219280948873617
A/Cambodia/925256/2020,A/Ireland/73304/2022,1.9999999999999991
A/Cambodia/e0826360/2020,A/Ireland/73304/2022,0.9999999999999991
A/Catalonia/NSVH-2067/22,A/Ireland/73304/2022,2.999999999999999
A/Darwin/9/2021,A/Ireland/73304/2022,0.0
