year,RMSE,MAE,R2,Pearson_r
2019,1.0044982589547091,0.7559595704078674,0.7269503474235535,0.85891247
2020,0.962685058192417,0.6901226043701172,0.5600733757019043,0.77733153
2021,2.1370656291575174,1.7459185123443604,-2.406885862350464,0.026522616
2022,1.1449045347204072,0.8838754892349243,0.17297250032424927,0.61970884
2023,1.156537973782409,0.8364961743354797,0.43674254417419434,0.72502893
2024,0.8337028081712332,0.5553137063980103,0.7042483687400818,0.85855424
